"name","playerid","new_BABIP","BABIP","Source","BABIP_adj_rate"
"Reid Johnston","sa3018183",0.295999,NA,NA,NA
"Reid Morgan","sa3009860",0.291959,NA,NA,NA
"Reid Schaller","sa3008023",0.289621,NA,NA,NA
"Reid VanScoter","sa3020839",0.2916765,NA,NA,NA
"Reidis Sena","sa3009626",0.301312,NA,NA,NA
"Reilin Ramirez","sa3022115",0.296419,NA,NA,NA
"Reimy Beltre","sa3008680",0.297938,NA,NA,NA
"Reinaldo De Paula","sa3002820",0.296171,NA,NA,NA
"Reinier Parra","sa3015401",0.297644,NA,NA,NA
"Reiss Knehr","21541",0.286635,0.279,"REZ1",1.02736559139785
"Reiver Camacho","sa3023839",0.297132,NA,NA,NA
"Reiver Sanmartin","19754",0.291241666666667,0.228,"REZ1",1.27737573099415
"Renaldito Florian","sa3019126",0.2977,NA,NA,NA
"Renil Ramos","sa3022124",0.297595,NA,NA,NA
"Reny Artiles","sa3008716",0.29855,NA,NA,NA
"Reudis Diaz","sa3021566",0.301897,NA,NA,NA
"Rex Brothers","9794",0.291448,NA,NA,NA
"Reyes Moronta","14966",0.289726428571429,0.294,"REZ1",0.985464042759961
"Reymin Guduan","13058",0.296068,NA,NA,NA
"Reynaldo Lopez","16400",0.294000117647059,0.299,"REZ1",0.983277985441668
"Reynaldo Yean","sa3018303",0.293969,NA,NA,NA
"Reynardo Cruz","sa3016032",0.300522,NA,NA,NA
"Reyson Santos","sa3008266",0.29627,NA,NA,NA
"Rhett Kouba","sa3017544",0.2921785,NA,NA,NA
"Rhett Lowder","33876",0.297959882352941,0.31,"REZ1",0.961160910815939
"Ricardito Lorenzo","sa3018035",0.299702,NA,NA,NA
"Ricardo Brizuela","sa3019290",0.292918,NA,NA,NA
"Ricardo Estrada","sa3016017",0.298145,NA,NA,NA
"Ricardo Gomez","sa3019462",0.29579,NA,NA,NA
"Ricardo Montero","sa3018370",0.298815,NA,NA,NA
"Ricardo Pinto","16318",0.301342083333333,0.306,"REZ1",0.984778050108932
"Ricardo Quintana","sa3019758",0.30083,NA,NA,NA
"Ricardo Sanchez","17581",0.298268,NA,NA,NA
"Ricardo Velez","sa3017602",0.298746,NA,NA,NA
"Ricardo Yan","sa3016056",0.305303,NA,NA,NA
"Rich Hill","4806",0.312995,0.394,"REZ1",0.794403553299492
"Richard Bleier","7803",0.31212375,0.358,"REZ1",0.87185405027933
"Richard Fernandez","sa3018898",0.300259,NA,NA,NA
"Richard Fitts","30160",0.296328941176471,0.307,"REZ1",0.965240850737689
"Richard Gallardo","sa3009990",0.290641,NA,NA,NA
"Richard Guasch","sa3008434",0.29327,NA,NA,NA
"Richard Lovelady","19337",0.292481411764706,0.308,"REZ1",0.949614973262032
"Richard Rodriguez","13549",0.299063,NA,NA,NA
"Richy Valdez","sa3019083",0.305451,NA,NA,NA
"Rickey Ramirez","sa3004644",0.300263,NA,NA,NA
"Ricky Castro","sa3023681",0.298323,NA,NA,NA
"Ricky DeVito","sa1116003",0.2993845,NA,NA,NA
"Ricky Karcher","23449",0.301765416666667,0.368,"REZ1",0.820014719202898
"Ricky Salinas","sa3007456",0.293723,NA,NA,NA
"Ricky Tiedemann","sa3018096",0.28738,NA,NA,NA
"Ricky Vanasco","23391",0.294159111111111,0.311,"REZ1",0.945849231868525
"Rico Garcia","20023",0.281669166666667,0.267,"REZ1",1.05494069912609
"Riggs Threadgill","sa3018111",0.299075,NA,NA,NA
"Riley Bauman","sa3023102",0.294266,NA,NA,NA
"Riley Cooper","sa3023503",0.294432,NA,NA,NA
"Riley Cornelio","sa3020830",0.289454,NA,NA,NA
"Riley Davis","sa3018145",0.28934,NA,NA,NA
"Riley Frey","sa3022909",0.301435,NA,NA,NA
"Riley Gowens","sa3022948",0.291369,NA,NA,NA
"Riley Martin","sa3017601",0.2898395,NA,NA,NA
"Riley O'Brien","20348",0.305219882352941,0.358,"REZ1",0.852569503779165
"Riley Pint","21858",0.279067916666667,0.21,"REZ1",1.32889484126984
"Riley Smith","19826",0.302383,NA,NA,NA
"Riley Thompson","sa876287",0.291292,NA,NA,NA
"Rio Britton","sa3023379",0.307325,NA,NA,NA
"Rio Gomez","sa3004676",0.289803,NA,NA,NA
"Riskiel Tineo","sa3018375",0.301366,NA,NA,NA
"Rito Lugo","sa3008237",0.298317,NA,NA,NA
"River Ryan","29514",0.291211666666667,0.293,"REZ1",0.993896473265074
"Roansy Contreras","22810",0.272960823529412,0.241,"REZ1",1.13261752501831
"Rob Griswold","sa3018118",0.305589,NA,NA,NA
"Rob Hensey","sa3020332",0.299934,NA,NA,NA
"Rob Kaminsky","15792",0.2971965,NA,NA,NA
"Rob Zastryzny","15094",0.294806545454545,0.304,"REZ1",0.969758373205742
"Robbie Baker","sa3008103",0.29411,NA,NA,NA
"Robbie Erlin","10354",0.292532,NA,NA,NA
"Robbie Hitt","sa3004463",0.300379,NA,NA,NA
"Robbie Peto","sa3014848",0.292355,NA,NA,NA
"Robbie Ray","11486",0.288108,0.292,"REZ1",0.986671232876712
"Robby Ahlstrom","sa3018193",0.2893125,NA,NA,NA
"Robby Snelling","sa3020707",0.298773333333333,NA,NA,NA
"Robert Broom","sa3007235",0.298063,NA,NA,NA
"Robert Colina","sa3006133",0.296469,NA,NA,NA
"Robert Cruz","sa3006390",0.296123,NA,NA,NA
"Robert Dugger","19191",0.29252,NA,NA,NA
"Robert Garcia","23363",0.293012235294118,0.309,"REZ1",0.948259661146012
"Robert Gasser","29812",0.287853333333333,0.297,"REZ1",0.969203142536476
"Robert Gsellman","13696",0.2949505,NA,NA,NA
"Robert Kwiatkowski","sa3014929",0.2925345,NA,NA,NA
"Robert Stephenson","13594",0.283442823529412,0.265,"REZ1",1.06959556048835
"Robert Stock","6576",0.306405,NA,NA,NA
"Robert Suarez","30115",0.285185294117647,0.314,"REZ1",0.908233420756838
"Robert Wegielnik","sa3023540",0.30274,NA,NA,NA
"Roberto Medina","sa3021498",0.297196,NA,NA,NA
"Robin Vazquez","sa3008265",0.300198,NA,NA,NA
"Robinson Hernandez","sa3005879",0.293586,NA,NA,NA
"Robinson Martinez","sa873188",0.295589,NA,NA,NA
"Robinson Pina","sa3003123",0.300381,NA,NA,NA
"Rodarni Salvador","sa3018889",0.298745,NA,NA,NA
"Roddery Munoz","25311",0.286686588235294,0.288,"REZ1",0.99543954248366
"Rodney Boone","sa3018107",0.291185,NA,NA,NA
"Rodney Hutchison","sa3008162",0.288779,NA,NA,NA
"Rodney Theophile","sa3008228",0.2937245,NA,NA,NA
"Rodolfo De La Cruz","sa3019398",0.299569,NA,NA,NA
"Rodolfo Garrido","sa3018355",0.297995,NA,NA,NA
"Rodolfo Martinez","sa206642",0.271053,NA,NA,NA
"Rodolfo Sanchez","sa3003009",0.295389,NA,NA,NA
"Rodolfo Toledano","sa3019276",0.299169,NA,NA,NA
"Roel Garcia III","sa3020253",0.292055,NA,NA,NA
"Roel Ramirez","16470",0.295754,NA,NA,NA
"Roelmy Garcia","sa3015434",0.299064,NA,NA,NA
"Roenis Elias","12673",0.29384,NA,NA,NA
"Roger Jorge","sa3019301",0.298083,NA,NA,NA
"Roger Rodriguez","sa3009234",0.29842,NA,NA,NA
"Roiber Talavera","sa3016799",0.290654,NA,NA,NA
"Roki Sasaki","sa3025686",0.297631857142857,NA,NA,NA
"Rolando Casihis","sa3018356",0.298537,NA,NA,NA
"Rolando Gutierrez","sa3018372",0.299557,NA,NA,NA
"Rolddy Munoz","sa3011575",0.2972515,NA,NA,NA
"Rolfi Jimenez","sa3016471",0.298725,NA,NA,NA
"Roman Angelo","sa3022737",0.299948,NA,NA,NA
"Roman Camacho","sa3023108",0.299819,NA,NA,NA
"Roman Perez","sa3018845",0.296244,NA,NA,NA
"Roman Phansalkar","sa3019949",0.292989,NA,NA,NA
"Ron Marinaccio","23488",0.281697176470588,0.296,"REZ1",0.951679650238474
"Ronal Herrera","sa3018862",0.298924,NA,NA,NA
"Ronald Bolanos","20041",0.297874,NA,NA,NA
"Ronald Herrera","15688",0.290063,NA,NA,NA
"Ronald Medrano","sa737377",0.298755,NA,NA,NA
"Ronaldo Alesandro","sa3007627",0.297842,NA,NA,NA
"Ronan Kopp","sa3017751",0.285828,NA,NA,NA
"Ronel Blanco","19407",0.276779176470588,0.27,"REZ1",1.02510806100218
"Ronnie Williams","sa828702",0.295162,NA,NA,NA
"Ronny Chalas","sa3015970",0.293206,NA,NA,NA
"Ronny Garcia","sa3003030",0.297008,NA,NA,NA
"Ronny Henriquez","24094",0.296877058823529,0.293,"REZ1",1.01323228267416
"Ronny Lopez","sa3021754",0.296668,NA,NA,NA
"Ronny Oliver","sa3016624",0.294301,NA,NA,NA
"Ronny Robles","sa3019256",0.299017,NA,NA,NA
"Rony Cruz","sa3016611",0.296451,NA,NA,NA
"Rony Garcia","20430",0.292157,NA,NA,NA
"Roque Gutierrez","sa3015440",0.292436,NA,NA,NA
"Rorik Maltrud","sa3023510",0.295543,NA,NA,NA
"Ross Carver","sa3017069",0.286594,NA,NA,NA
"Ross Detwiler","2859",0.29703,NA,NA,NA
"Ross Dunn","sa3023414",0.296822,NA,NA,NA
"Ross Stripling","13273",0.292186,0.252,"REZ1",1.15946825396825
"Rowan Wick","14646",0.296208,NA,NA,NA
"Roy Garcia","sa3002941",0.300763,NA,NA,NA
"Royber Salinas","sa3009243",0.294508,NA,NA,NA
"Royman Blanco","sa3008580",0.297399,NA,NA,NA
"Ruben Castillo","sa3015455",0.295271,NA,NA,NA
"Ruben De La Cruz","sa3018884",0.295614,NA,NA,NA
"Ruben Galindo","sa3015100",0.294736,NA,NA,NA
"Ruben Ramirez","sa3017474",0.29747,NA,NA,NA
"Rubender Pena","sa3024097",0.298102,NA,NA,NA
"Rudit Pina","sa3022030",0.296977,NA,NA,NA
"Runelvis Toribio","sa3019243",0.296676,NA,NA,NA
"Russell Smith","sa3018191",0.2822475,NA,NA,NA
"Ruver Flores","sa3021571",0.296843,NA,NA,NA
"Ryan Ammons","sa3023523",0.289118,NA,NA,NA
"Ryan Anderson","sa1172845",0.2867705,NA,NA,NA
"Ryan Bergert","sa3017418",0.2836676,NA,NA,NA
"Ryan Birchard","sa3023449",0.294773,NA,NA,NA
"Ryan Borucki","16350",0.300156470588235,0.322,"REZ1",0.932162952137377
"Ryan Bourassa","sa3022947",0.296483,NA,NA,NA
"Ryan Boyer","sa3018151",0.28613,NA,NA,NA
"Ryan Brady","sa3020313",0.2975175,NA,NA,NA
"Ryan Brasier","5615",0.285148588235294,0.273,"REZ1",1.04450032320621
"Ryan Brown","sa3022939",0.290003,NA,NA,NA
"Ryan Buchter","9456",0.291086,NA,NA,NA
"Ryan Burr","17536",0.292882588235294,0.297,"REZ1",0.986136660724896
"Ryan Cardona","sa3017470",0.291265,NA,NA,NA
"Ryan Carpenter","12699",0.2899195,NA,NA,NA
"Ryan Castellani","16377",0.29514,NA,NA,NA
"Ryan Chasse","sa3020266",0.296258,NA,NA,NA
"Ryan Conroy","sa3007906",0.298803,NA,NA,NA
"Ryan Costeiu","sa3017260",0.28999,NA,NA,NA
"Ryan Cusick","sa3017385",0.2897516,NA,NA,NA
"Ryan Feltner","21446",0.300718470588235,0.277,"REZ1",1.08562624761096
"Ryan Fernandez","24862",0.291244705882353,0.277,"REZ1",1.05142493098322
"Ryan Garcia","sa3011190",0.2860665,NA,NA,NA
"Ryan Gusto","sa3011818",0.285197571428571,NA,NA,NA
"Ryan Harbin","sa3011733",0.306064,NA,NA,NA
"Ryan Hartman","19480",0.294919,NA,NA,NA
"Ryan Harvey","sa3021724",0.293619,NA,NA,NA
"Ryan Hawks","sa3022999",0.291491,NA,NA,NA
"Ryan Helsley","18138",0.280828235294118,0.288,"REZ1",0.975098039215686
"Ryan Hendrix","19535",0.298028,NA,NA,NA
"Ryan Hennen","sa3018277",0.2935205,NA,NA,NA
"Ryan Jennings","sa3020634",0.290246,NA,NA,NA
"Ryan Jensen","sa3011496",0.2979485,NA,NA,NA
"Ryan Langford","sa3020880",0.2931075,NA,NA,NA
"Ryan Lillie","sa3004740",0.293566,NA,NA,NA
"Ryan Lobus","sa3022744",0.288303,NA,NA,NA
"Ryan Long","sa3017616",0.2875165,NA,NA,NA
"Ryan Loutos","29521",0.296730470588235,0.286,"REZ1",1.03751912793089
"Ryan Meisinger","18105",0.297124,NA,NA,NA
"Ryan Middendorf","sa3019506",0.2889295,NA,NA,NA
"Ryan Miller","22187",0.292157090909091,0.309,"REZ1",0.945492203589291
"Ryan Murphy","sa3014871",0.290074,NA,NA,NA
"Ryan Nutof","sa915630",0.298765,NA,NA,NA
"Ryan Och","sa3017146",0.289317,NA,NA,NA
"Ryan Olson","sa918258",0.299015,NA,NA,NA
"Ryan Pepiot","26221",0.274591647058824,0.259,"REZ1",1.06019940949353
"Ryan Pressly","7005",0.291870823529412,0.264,"REZ1",1.10557130124777
"Ryan Ramsey","sa3020605",0.293417,NA,NA,NA
"Ryan Rolison","sa3008244",0.306182,NA,NA,NA
"Ryan Sherriff","12249",0.309468571428571,0.345,"REZ1",0.897010351966874
"Ryan Shreve","sa3010555",0.2923925,NA,NA,NA
"Ryan Smith","sa1159711",0.294599,NA,NA,NA
"Ryan Sublette","sa3017781",0.2880325,NA,NA,NA
"Ryan Tepera","10291",0.298165714285714,0.308,"REZ1",0.968070500927644
"Ryan Thompson","16647",0.299429176470588,0.304,"REZ1",0.98496439628483
"Ryan Vanderhei","sa3023671",0.296059,NA,NA,NA
"Ryan Walker","20423",0.288926235294118,0.275,"REZ1",1.05064085561497
"Ryan Watson","sa3015070",0.293071,NA,NA,NA
"Ryan Watson","sa3023682",0.2914345,NA,NA,NA
"Ryan Weathers","23796",0.291988705882353,0.274,"REZ1",1.06565221124946
"Ryan Webb","sa3018280",0.294954142857143,NA,NA,NA
"Ryan Weber","10160",0.339472857142857,0.432,"REZ1",0.785816798941799
"Ryan Weiss","sa3007778",0.296686,NA,NA,NA
"Ryan Yarbrough","16502",0.276826,0.262,"REZ1",1.05658778625954
"Ryan Zeferjahn","25420",0.290728941176471,0.312,"REZ1",0.931823529411765
"Ryder Ryan","19891",0.293418363636364,0.278,"REZ1",1.05546173969915
"Rylan Kaufman","sa3008588",0.295863,NA,NA,NA
"Ryley Widell","sa3005099",0.294944,NA,NA,NA
"Ryne Harper","12680",0.294583,NA,NA,NA
"Ryne Moore","sa3017725",0.301457,NA,NA,NA
"Ryne Nelson","26253",0.296016117647059,0.313,"REZ1",0.945738395038527
"Ryne Stanek","15947",0.279386352941176,0.276,"REZ1",1.01226939471441
"Sabier Marte","sa3019431",0.29719,NA,NA,NA
"Sadiel Baro","sa3019136",0.298157,NA,NA,NA
"Sadrac Franco","sa3005073",0.296185,NA,NA,NA
"Sal Romano","13690",0.302324,NA,NA,NA
"Sam Aldegheri","26443",0.294996117647059,0.314,"REZ1",0.939478081678531
"Sam Armstrong","sa3023046",0.2903545,NA,NA,NA
"Sam Bachman","29754",0.289523529411765,0.278,"REZ1",1.04145154464664
"Sam Benschoter","sa3017639",0.294938,NA,NA,NA
"Sam Carlson","sa3005015",0.2928545,NA,NA,NA
"Sam Clay","16279",0.299867,NA,NA,NA
"Sam Coonrod","17264",0.303573571428571,0.315,"REZ1",0.963725623582766
"Sam Delaplane","sa3004222",0.293926,NA,NA,NA
"Sam Freeman","6832",0.291818,NA,NA,NA
"Sam Gardner","sa3021721",0.2862055,NA,NA,NA
"Sam Gaviglio","12778",0.301347,NA,NA,NA
"Sam Hentges","18548",0.301775636363636,0.313,"REZ1",0.964139413302353
"Sam Howard","16265",0.289028,NA,NA,NA
"Sam Jacobsak","sa3015359",0.294796,NA,NA,NA
"Sam Keating","sa3005025",0.29762,NA,NA,NA
"Sam Knowlton","sa3023467",0.30712,NA,NA,NA
"Sam Long","25379",0.288072823529412,0.277,"REZ1",1.03997409216394
"Sam McWilliams","sa829124",0.2904225,NA,NA,NA
"Sam Moll","14874",0.295570823529412,0.318,"REZ1",0.929467998520163
"Sam Ryan","sa3010627",0.299166,NA,NA,NA
"Sam Selman","13397",0.288687,NA,NA,NA
"Sam Thoresen","sa3014920",0.295389,NA,NA,NA
"Sam Weatherly","sa3014455",0.307461,NA,NA,NA
"Sam Whiting","sa3023078",0.286652,NA,NA,NA
"Samir Chires","sa3016254",0.293982,NA,NA,NA
"Sammy Peralta","25589",0.302805333333333,0.315,"REZ1",0.961286772486773
"Sammy Tavarez","sa3015079",0.293821,NA,NA,NA
"Samuel Colmenares","sa3021762",0.293083,NA,NA,NA
"Samuel Fabian","sa3016711",0.296799,NA,NA,NA
"Samuel Mejia","sa3016475",0.298259,NA,NA,NA
"Samuel Perez","sa3008176",0.290905,NA,NA,NA
"Samuel Perez","sa3024068",0.297847,NA,NA,NA
"Samuel Reyes","sa3003036",0.2977205,NA,NA,NA
"Samuel Sanchez","sa3021008",0.29721,NA,NA,NA
"Samuel Strickland","sa3017139",0.293569,NA,NA,NA
"Samuel Valerio","sa3009220",0.295207,NA,NA,NA
"Samuel Vasquez","sa3005849",0.290605,NA,NA,NA
"Samy Natera Jr","sa3020862",0.293383,NA,NA,NA
"Sandi Charle","sa3015330",0.299398,NA,NA,NA
"Sandro Bargallo","sa3009639",0.304464,NA,NA,NA
"Sandro Santana","sa3021030",0.298529,NA,NA,NA
"Sandy Alcantara","18684",0.299867176470588,0.334,"REZ1",0.897805917576611
"Sandy Gaston","sa3011136",0.295775,NA,NA,NA
"Sandy Mejia","sa3019141",0.295438,NA,NA,NA
"Sandy Ozuna","sa3021041",0.296178,NA,NA,NA
"Sann Omosako","sa3022315",0.298772,NA,NA,NA
"Santiago Florez","sa3003026",0.295735,NA,NA,NA
"Santiago Peraza","sa3021002",0.297468,NA,NA,NA
"Santiago Quintero","sa3019072",0.297389,NA,NA,NA
"Santiago Ramirez","sa3018875",0.298797,NA,NA,NA
"Santiago Rojas","sa3024585",0.298398,NA,NA,NA
"Santiago Sojo","sa3018811",0.297057,NA,NA,NA
"Santiago Suarez","sa3019386",0.297743,NA,NA,NA
"Saul Garcia","sa3017106",0.291179,NA,NA,NA
"Saul Gonzalez","sa3008360",0.297902,NA,NA,NA
"Saul Sanchez","sa3021786",0.297021,NA,NA,NA
"Saul Siri","sa3022047",0.299125,NA,NA,NA
"Saul Teran","sa3018296",0.291689,NA,NA,NA
"Sauryn Lao","sa917331",0.286667,NA,NA,NA
"Sawyer GipsonLong","26048",0.280761529411765,0.232,"REZ1",1.21017900608519
"Scarlyn Lebron","sa3016277",0.294063,NA,NA,NA
"Scott Alexander","10591",0.307194705882353,0.33,"REZ1",0.930893048128342
"Scott Barlow","14993",0.292643411764706,0.292,"REZ1",1.00220346494762
"Scott Blewett","16427",0.298478470588235,0.298,"REZ1",1.00160560600079
"Scott Boches","sa3004022",0.28897,NA,NA,NA
"Scott Effross","18384",0.291481529411765,0.309,"REZ1",0.943305920426423
"Scott Engler","sa918353",0.289861,NA,NA,NA
"Scott Kazmir","4897",0.29681,NA,NA,NA
"Scott Kobos","sa3014856",0.291601,NA,NA,NA
"Scott McGough","12056",0.306879764705882,0.335,"REZ1",0.916058999122037
"Scott Randall","sa3017752",0.296605,NA,NA,NA
"Sean Boyle","sa3007618",0.2873545,NA,NA,NA
"Sean Burke","29878",0.287179294117647,0.288,"REZ1",0.997150326797386
"Sean Doolittle","1581",0.281726,NA,NA,NA
"Sean Guenther","20045",0.295055647058823,0.311,"REZ1",0.948731984111973
"Sean Harney","sa3020472",0.2859815,NA,NA,NA
"Sean Hermann","sa3019429",0.299602,NA,NA,NA
"Sean Hjelle","21481",0.304510235294118,0.29,"REZ1",1.05003529411765
"Sean Hunley","sa3017316",0.2919205,NA,NA,NA
"Sean Kealey","sa3015134",0.295871,NA,NA,NA
"Sean Linan","sa3019270",0.295241,NA,NA,NA
"Sean Manaea","15873",0.281760705882353,0.279,"REZ1",1.00989500316256
"Sean McLaughlin","sa659266",0.296731,NA,NA,NA
"Sean Mellen","sa3011865",0.28969,NA,NA,NA
"Sean Mooney","sa3014913",0.291542,NA,NA,NA
"Sean Mullen","sa3017843",0.297712,NA,NA,NA
"Sean Newcomb","16943",0.292929272727273,0.301,"REZ1",0.973186952582301
"Sean Nolin","11341",0.31681,0.374,"REZ1",0.847085561497326
"Sean Poppen","19583",0.299287,NA,NA,NA
"Sean Rackoski","sa3006964",0.299519,NA,NA,NA
"Sean ReidFoley","17034",0.276303294117647,0.229,"REZ1",1.20656460313383
"Sean Reynolds","22253",0.286032,0.269,"REZ1",1.06331598513011
"Sean Sullivan","sa3018185",0.2942235,NA,NA,NA
"Sean Sullivan","sa3023162",0.295722,NA,NA,NA
"Sean Wymer","sa3007204",0.294504,NA,NA,NA
"Sebastian Estiven","sa3022372",0.297987,NA,NA,NA
"Sebastian Javier","sa3016606",0.299826,NA,NA,NA
"Sebastian Keane","sa3020953",0.287609,NA,NA,NA
"Sem Robberse","sa3011735",0.288641,NA,NA,NA
"Serafino Brito","sa3010312",0.293428,NA,NA,NA
"Seranthony Dominguez","19249",0.287353294117647,0.296,"REZ1",0.970788155802862
"Sergio Caruci","sa3015448",0.296238,NA,NA,NA
"Sergio Morillo","sa3005196",0.295849,NA,NA,NA
"Sergio Romo","9817",0.29008,NA,NA,NA
"Sergio Sanchez","sa3009735",0.308237,NA,NA,NA
"Sergio Umana","sa3009623",0.29767,NA,NA,NA
"Seth Blair","sa526934",0.291959,NA,NA,NA
"Seth Chavez","sa3023005",0.294428,NA,NA,NA
"Seth Clark","sa3020630",0.2903215,NA,NA,NA
"Seth Corry","sa3004648",0.296933,NA,NA,NA
"Seth Elledge","19766",0.289099,NA,NA,NA
"Seth Frankoff","11346",0.297267,NA,NA,NA
"Seth Halvorsen","33294",0.302067294117647,0.296,"REZ1",1.02049761526232
"Seth Johnson","26020",0.300933058823529,0.326,"REZ1",0.923107542403464
"Seth Keener","sa3022949",0.297031,NA,NA,NA
"Seth Keller","sa3020397",0.299965,NA,NA,NA
"Seth Lonsway","sa3017857",0.3013665,NA,NA,NA
"Seth Lugo","12447",0.296539647058824,0.295,"REZ1",1.00521914257228
"Seth Martinez","21045",0.287394588235294,0.292,"REZ1",0.984228041901692
"Seth Mayberry","sa3010244",0.288454,NA,NA,NA
"Seth Nightingale","sa3020877",0.29897,NA,NA,NA
"Seth Nordlin","sa3004215",0.296478,NA,NA,NA
"Seth Shuman","sa3011187",0.2928745,NA,NA,NA
"Seunghwan Oh","18719",0.297101,NA,NA,NA
"Shaddon Peavyhouse","sa3020802",0.294107,NA,NA,NA
"Shane Baz","22264",0.286957411764706,0.307,"REZ1",0.934714696301974
"Shane Bieber","19427",0.309004,0.366,"REZ1",0.844273224043716
"Shane Connolly","sa3017320",0.302116,NA,NA,NA
"Shane Davis","sa3015007",0.296611,NA,NA,NA
"Shane Drohan","sa3014447",0.298254,NA,NA,NA
"Shane Gray","sa3020662",0.294149,NA,NA,NA
"Shane Greene","10756",0.293057083333333,0.288,"REZ1",1.01755931712963
"Shane Gustafson","sa3019610",0.298201,NA,NA,NA
"Shane Marshall","sa3023405",0.295603,NA,NA,NA
"Shane McCarthy","sa915740",0.294996,NA,NA,NA
"Shane McClanahan","21483",0.285832823529412,0.277,"REZ1",1.03188744956466
"Shane Murphy","sa3020389",0.2903695,NA,NA,NA
"Shane Panzini","sa3018257",0.299746,NA,NA,NA
"Shane Rademacher","sa3023258",0.297434,NA,NA,NA
"Shane Smith","sa3020469",0.292944333333333,NA,NA,NA
"Shane Telfer","sa3022736",0.300924,NA,NA,NA
"Shaun Anderson","19453",0.30107,0.303,"REZ1",0.993630363036304
"Shawn Armstrong","12857",0.290943176470588,0.269,"REZ1",1.08157314673081
"Shawn Dubin","24977",0.295637411764706,0.293,"REZ1",1.00900140534029
"Shawn Morimando","13606",0.295656,NA,NA,NA
"Shawn Rapp","sa3020743",0.296537,NA,NA,NA
"Shawn Semple","sa3004661",0.296515,NA,NA,NA
"Shawndrick Oduber","sa3021483",0.303782,NA,NA,NA
"Shay Schanaman","sa3022933",0.302111,NA,NA,NA
"Shea Barry","sa1170345",0.299279,NA,NA,NA
"Shea Spitzbarth","18475",0.294908,NA,NA,NA
"Shelby Lackey","sa3006771",0.299361,NA,NA,NA
"Shelby Miller","10197",0.297341882352941,0.364,"REZ1",0.816873303167421
"Sheldon Reed","sa3017382",0.2946025,NA,NA,NA
"Shelton Perkins","sa1169965",0.294826,NA,NA,NA
"Shinnosuke Ogasawara","sa3058454",0.285511,NA,NA,NA
"Shintaro Fujinami","31839",0.2837904,0.282,"REZ1",1.00634893617021
"Shohei Ohtani","19755",0.274340285714286,NA,NA,NA
"Shohei Tomioka","sa3014808",0.2953145,NA,NA,NA
"Shota Imanaga","33829",0.278591647058823,0.256,"REZ1",1.08824862132353
"Shun Yamaguchi","27460",0.294479,NA,NA,NA
"Silvano Hechavarria","sa3024856",0.296679,NA,NA,NA
"Silvino Bracho","15051",0.289771428571429,0.295,"REZ1",0.98227602905569
"Simeon Woods Richardson","24494",0.286406235294118,0.27,"REZ1",1.06076383442266
"Simon Leandro","sa3022240",0.298016,NA,NA,NA
"Simon Miller","sa3023311",0.300232,NA,NA,NA
"Simon Pacheco","sa3016222",0.297979,NA,NA,NA
"Sixto Sanchez","19680",0.300422545454545,0.296,"REZ1",1.01494103194103
"Skylar Arias","sa918539",0.302805,NA,NA,NA
"Skylar Hales","sa3022739",0.287445,NA,NA,NA
"Skylar Szynski","sa917964",0.297421,NA,NA,NA
"Slade Cecconi","27500",0.295516352941176,0.336,"REZ1",0.879512955182073
"Smil Guzman","sa3019249",0.297227,NA,NA,NA
"Snarlyn Evangelista","sa3021013",0.297251,NA,NA,NA
"Soenni Martinez","sa3009605",0.295108,NA,NA,NA
"Solomon Bates","sa3006951",0.291238,NA,NA,NA
"Sonny Gray","12768",0.308901294117647,0.389,"REZ1",0.794090730379555
"Spencer Arrighetti","29921",0.285308588235294,0.276,"REZ1",1.03372676896846
"Spencer Bengard","sa3023092",0.2956,NA,NA,NA
"Spencer Bivens","30226",0.291962470588235,0.296,"REZ1",0.986359697933228
"Spencer Giesting","sa3020402",0.298011,NA,NA,NA
"Spencer Howard","23252",0.297795,0.3,"REZ1",0.99265
"Spencer Mraz","sa3010574",0.296137,NA,NA,NA
"Spencer Patton","12361",0.300209285714286,0.32,"REZ1",0.938154017857143
"Spencer Schwellenbach","31846",0.288158117647059,0.268,"REZ1",1.07521685689201
"Spencer Stockton","sa3011500",0.2930205,NA,NA,NA
"Spencer Strider","27498",0.295001176470588,0.297,"REZ1",0.993269954446425
"Spencer Turnbull","16207",0.293740352941176,0.303,"REZ1",0.969440108716754
"Spenser Watkins","17489",0.302095416666667,0.317,"REZ1",0.952982386961094
"Stanly Alcantara","sa3022151",0.299906,NA,NA,NA
"Starlin Savinon","sa3021735",0.299161,NA,NA,NA
"Starlyn Castillo","sa3011608",0.298978,NA,NA,NA
"Starlyn Pichardo","sa3016774",0.295161,NA,NA,NA
"Stefan Crichton","16058",0.303199,NA,NA,NA
"Stefan Raeth","sa3020487",0.292717,NA,NA,NA
"Stephen Gonsalves","15492",0.2912015,NA,NA,NA
"Stephen Jones","sa3009935",0.2954425,NA,NA,NA
"Stephen Kolek","21487",0.300190941176471,0.317,"REZ1",0.946974577843756
"Stephen Nogosek","19545",0.291848333333333,0.286,"REZ1",1.02044871794872
"Stephen Ridings","22358",0.290182,NA,NA,NA
"Stephen Strasburg","10131",0.290458,NA,NA,NA
"Stephen Woods Jr","sa737853",0.302584,NA,NA,NA
"Sterling Patick","sa3024981",0.297647,NA,NA,NA
"Sterling Sharp","19671",0.295127,NA,NA,NA
"Steve Cishek","6483",0.296666,NA,NA,NA
"Steve Hajjar","sa3018177",0.287068,NA,NA,NA
