"name","playerid","new_L","L","Source","L_adj_rate"
"Rhett Kouba","sa3017544",3.03515,NA,NA,NA
"Rhett Lowder","33876",6.36392823529412,4.283,"REZ1",1.48585763140185
"Ricardito Lorenzo","sa3018035",0.0612,NA,NA,NA
"Ricardo Brizuela","sa3019290",0.0842,NA,NA,NA
"Ricardo Estrada","sa3016017",0.0831,NA,NA,NA
"Ricardo Gomez","sa3019462",0.0612,NA,NA,NA
"Ricardo Montero","sa3018370",0.0625,NA,NA,NA
"Ricardo Pinto","16318",1.9915,1.822,"REZ1",1.0930296377607
"Ricardo Quintana","sa3019758",0.0612,NA,NA,NA
"Ricardo Sanchez","17581",0.0491,NA,NA,NA
"Ricardo Velez","sa3017602",3.02565,NA,NA,NA
"Ricardo Yan","sa3016056",0.0735,NA,NA,NA
"Rich Hill","4806",4.62279166666667,2.617,"REZ1",1.76644694943319
"Richard Bleier","7803",0.7345,1.784,"REZ1",0.411715246636771
"Richard Fernandez","sa3018898",0.0892,NA,NA,NA
"Richard Fitts","30160",3.59688588235294,5.18,"REZ1",0.694379513967749
"Richard Gallardo","sa3009990",2.53425,NA,NA,NA
"Richard Guasch","sa3008434",2.0257,NA,NA,NA
"Richard Lovelady","19337",2.27130105882353,1.916,"REZ1",1.18543896598305
"Richard Rodriguez","13549",0.0511,NA,NA,NA
"Richy Valdez","sa3019083",0.0616,NA,NA,NA
"Rickey Ramirez","sa3004644",0.0558,NA,NA,NA
"Ricky Castro","sa3023681",0.0763,NA,NA,NA
"Ricky DeVito","sa1116003",1.5278,NA,NA,NA
"Ricky Karcher","23449",1.739875,2.811,"REZ1",0.618952330131626
"Ricky Salinas","sa3007456",0.0615,NA,NA,NA
"Ricky Tiedemann","sa3018096",1.5303,NA,NA,NA
"Ricky Vanasco","23391",1.34366622222222,1.905,"REZ1",0.705336599591718
"Rico Garcia","20023",1.89495833333333,1.252,"REZ1",1.51354499467519
"Riggs Threadgill","sa3018111",0.0571,NA,NA,NA
"Riley Bauman","sa3023102",0.0885,NA,NA,NA
"Riley Cooper","sa3023503",0.073,NA,NA,NA
"Riley Cornelio","sa3020830",0.0833,NA,NA,NA
"Riley Davis","sa3018145",0.0688,NA,NA,NA
"Riley Frey","sa3022909",0.0664,NA,NA,NA
"Riley Gowens","sa3022948",4.03835,NA,NA,NA
"Riley Martin","sa3017601",2.02415,NA,NA,NA
"Riley O'Brien","20348",2.56905411764706,2.706,"REZ1",0.94939176557541
"Riley Pint","21858",1.11829166666667,1.587,"REZ1",0.704657634950641
"Riley Smith","19826",0.0587,NA,NA,NA
"Riley Thompson","sa876287",2.53395,NA,NA,NA
"Rio Britton","sa3023379",0.0572,NA,NA,NA
"Rio Gomez","sa3004676",0.0658,NA,NA,NA
"Riskiel Tineo","sa3018375",0.0597,NA,NA,NA
"Rito Lugo","sa3008237",0.0689,NA,NA,NA
"River Ryan","29514",2.08454166666667,4.853,"REZ1",0.429536712686311
"Roansy Contreras","22810",2.32292352941176,3.766,"REZ1",0.616814532504452
"Rob Griswold","sa3018118",0.052,NA,NA,NA
"Rob Hensey","sa3020332",0.0728,NA,NA,NA
"Rob Kaminsky","15792",0.52415,NA,NA,NA
"Rob Zastryzny","15094",0.828906,1.462,"REZ1",0.566967168262654
"Robbie Baker","sa3008103",0.0515,NA,NA,NA
"Robbie Erlin","10354",0.0504,NA,NA,NA
"Robbie Hitt","sa3004463",0.0511,NA,NA,NA
"Robbie Peto","sa3014848",0.0687,NA,NA,NA
"Robbie Ray","11486",7.56717764705882,3.173,"REZ1",2.38486531580801
"Robby Ahlstrom","sa3018193",2.0262,NA,NA,NA
"Robby Snelling","sa3020707",3.01592833333333,NA,NA,NA
"Robert Broom","sa3007235",0.0536,NA,NA,NA
"Robert Colina","sa3006133",0.0627,NA,NA,NA
"Robert Cruz","sa3006390",0.084,NA,NA,NA
"Robert Dugger","19191",3.02795,NA,NA,NA
"Robert Garcia","23363",3.13035764705882,3.896,"REZ1",0.803479888875468
"Robert Gasser","29812",2.38275,4.138,"REZ1",0.57582165297245
"Robert Gsellman","13696",1.0254,NA,NA,NA
"Robert Kwiatkowski","sa3014929",3.02805,NA,NA,NA
"Robert Stephenson","13594",1.45706588235294,1.954,"REZ1",0.74568366548257
"Robert Stock","6576",0.0683,NA,NA,NA
"Robert Suarez","30115",3.50633882352941,3.723,"REZ1",0.941804679970296
"Robert Wegielnik","sa3023540",0.0584,NA,NA,NA
"Roberto Medina","sa3021498",0.077,NA,NA,NA
"Robin Vazquez","sa3008265",0.0581,NA,NA,NA
"Robinson Hernandez","sa3005879",0.066,NA,NA,NA
"Robinson Martinez","sa873188",0.0505,NA,NA,NA
"Robinson Pina","sa3003123",5.037,NA,NA,NA
"Rodarni Salvador","sa3018889",0.0619,NA,NA,NA
"Roddery Munoz","25311",2.95477294117647,5.658,"REZ1",0.52222922254798
"Rodney Boone","sa3018107",2.03445,NA,NA,NA
"Rodney Hutchison","sa3008162",0.0522,NA,NA,NA
"Rodney Theophile","sa3008228",3.5362,NA,NA,NA
"Rodolfo De La Cruz","sa3019398",0.0648,NA,NA,NA
"Rodolfo Garrido","sa3018355",0.0908,NA,NA,NA
"Rodolfo Martinez","sa206642",0,NA,NA,NA
"Rodolfo Sanchez","sa3003009",0.0626,NA,NA,NA
"Rodolfo Toledano","sa3019276",0.0939,NA,NA,NA
"Roel Garcia III","sa3020253",0.0786,NA,NA,NA
"Roel Ramirez","16470",0.0503,NA,NA,NA
"Roelmy Garcia","sa3015434",0.0702,NA,NA,NA
"Roenis Elias","12673",0.0494,NA,NA,NA
"Roger Jorge","sa3019301",0.0748,NA,NA,NA
"Roger Rodriguez","sa3009234",0.0868,NA,NA,NA
"Roiber Talavera","sa3016799",0.0773,NA,NA,NA
"Roki Sasaki","sa3025686",6.99415285714286,NA,NA,NA
"Rolando Casihis","sa3018356",0.0862,NA,NA,NA
"Rolando Gutierrez","sa3018372",0.0636,NA,NA,NA
"Rolddy Munoz","sa3011575",1.1451655,NA,NA,NA
"Rolfi Jimenez","sa3016471",0.0856,NA,NA,NA
"Roman Angelo","sa3022737",0.0713,NA,NA,NA
"Roman Camacho","sa3023108",0.0901,NA,NA,NA
"Roman Perez","sa3018845",0.0618,NA,NA,NA
"Roman Phansalkar","sa3019949",0.0576,NA,NA,NA
"Ron Marinaccio","23488",1.50793188235294,0.891,"REZ1",1.69240390836469
"Ronal Herrera","sa3018862",0.0616,NA,NA,NA
"Ronald Bolanos","20041",0.0521,NA,NA,NA
"Ronald Herrera","15688",0.0712,NA,NA,NA
"Ronald Medrano","sa737377",0.0684,NA,NA,NA
"Ronaldo Alesandro","sa3007627",0.0548,NA,NA,NA
"Ronan Kopp","sa3017751",1.02405,NA,NA,NA
"Ronel Blanco","19407",8.52635529411765,5.301,"REZ1",1.608442802135
"Ronnie Williams","sa828702",0.0658,NA,NA,NA
"Ronny Chalas","sa3015970",0.0624,NA,NA,NA
"Ronny Garcia","sa3003030",0.0546,NA,NA,NA
"Ronny Henriquez","24094",1.99755058823529,1.496,"REZ1",1.33526108839258
"Ronny Lopez","sa3021754",0.0858,NA,NA,NA
"Ronny Oliver","sa3016624",0.0894,NA,NA,NA
"Ronny Robles","sa3019256",0.0613,NA,NA,NA
"Rony Cruz","sa3016611",0.0613,NA,NA,NA
"Rony Garcia","20430",0.0647,NA,NA,NA
"Roque Gutierrez","sa3015440",0.0658,NA,NA,NA
"Rorik Maltrud","sa3023510",0.0743,NA,NA,NA
"Ross Carver","sa3017069",2.02845,NA,NA,NA
"Ross Detwiler","2859",0.0501,NA,NA,NA
"Ross Dunn","sa3023414",0.0829,NA,NA,NA
"Ross Stripling","13273",2.89726352941176,3.597,"REZ1",0.80546664704247
"Rowan Wick","14646",0.0488,NA,NA,NA
"Roy Garcia","sa3002941",0.0509,NA,NA,NA
"Royber Salinas","sa3009243",1.3612247,NA,NA,NA
"Royman Blanco","sa3008580",0.0609,NA,NA,NA
"Ruben Castillo","sa3015455",0.0745,NA,NA,NA
"Ruben De La Cruz","sa3018884",0.0622,NA,NA,NA
"Ruben Galindo","sa3015100",0.0597,NA,NA,NA
"Ruben Ramirez","sa3017474",0.0558,NA,NA,NA
"Rubender Pena","sa3024097",0.0901,NA,NA,NA
"Rudit Pina","sa3022030",0.0948,NA,NA,NA
"Runelvis Toribio","sa3019243",0.0627,NA,NA,NA
"Russell Smith","sa3018191",1.02765,NA,NA,NA
"Ruver Flores","sa3021571",0.0619,NA,NA,NA
"Ryan Ammons","sa3023523",0.0521,NA,NA,NA
"Ryan Anderson","sa1172845",2.0256,NA,NA,NA
"Ryan Bergert","sa3017418",1.96676,NA,NA,NA
"Ryan Birchard","sa3023449",0.0803,NA,NA,NA
"Ryan Borucki","16350",1.06263882352941,1.796,"REZ1",0.591669723568715
"Ryan Bourassa","sa3022947",1.52395,NA,NA,NA
"Ryan Boyer","sa3018151",1.02495,NA,NA,NA
"Ryan Brady","sa3020313",2.0279,NA,NA,NA
"Ryan Brasier","5615",1.89171764705882,2.184,"REZ1",0.866171083818143
"Ryan Brown","sa3022939",0.0651,NA,NA,NA
"Ryan Buchter","9456",0.0526,NA,NA,NA
"Ryan Burr","17536",2.01198588235294,2.335,"REZ1",0.861664189444515
"Ryan Cardona","sa3017470",0.0798,NA,NA,NA
"Ryan Carpenter","12699",2.0344,NA,NA,NA
"Ryan Castellani","16377",0.056,NA,NA,NA
"Ryan Chasse","sa3020266",0.0585,NA,NA,NA
"Ryan Conroy","sa3007906",0.0509,NA,NA,NA
"Ryan Costeiu","sa3017260",0.0779,NA,NA,NA
"Ryan Cusick","sa3017385",1.75648,NA,NA,NA
"Ryan Feltner","21446",10.1320705882353,7.384,"REZ1",1.37216557262125
"Ryan Fernandez","24862",2.96732823529412,3.079,"REZ1",0.963731157938979
"Ryan Garcia","sa3011190",4.03675,NA,NA,NA
"Ryan Gusto","sa3011818",2.30853942857143,NA,NA,NA
"Ryan Harbin","sa3011733",0.0563,NA,NA,NA
"Ryan Hartman","19480",0.0512,NA,NA,NA
"Ryan Harvey","sa3021724",0.0845,NA,NA,NA
"Ryan Hawks","sa3022999",0.0774,NA,NA,NA
"Ryan Helsley","18138",3.03834588235294,3.827,"REZ1",0.793923669284803
"Ryan Hendrix","19535",0.0504,NA,NA,NA
"Ryan Hennen","sa3018277",1.0253,NA,NA,NA
"Ryan Jennings","sa3020634",1.53315,NA,NA,NA
"Ryan Jensen","sa3011496",2.0281,NA,NA,NA
"Ryan Langford","sa3020880",1.5324,NA,NA,NA
"Ryan Lillie","sa3004740",0.0684,NA,NA,NA
"Ryan Lobus","sa3022744",3.0301,NA,NA,NA
"Ryan Long","sa3017616",2.53555,NA,NA,NA
"Ryan Loutos","29521",1.52588035294118,0.947,"REZ1",1.61127809180694
"Ryan Meisinger","18105",0.0516,NA,NA,NA
"Ryan Middendorf","sa3019506",0.5256,NA,NA,NA
"Ryan Miller","22187",1.19165254545455,1.484,"REZ1",0.803000367556971
"Ryan Murphy","sa3014871",2.0356,NA,NA,NA
"Ryan Nutof","sa915630",0.0514,NA,NA,NA
"Ryan Och","sa3017146",1.02405,NA,NA,NA
"Ryan Olson","sa918258",0.0629,NA,NA,NA
"Ryan Pepiot","26221",7.87345529411765,4.676,"REZ1",1.683801388819
"Ryan Pressly","7005",2.60146117647059,3.426,"REZ1",0.759329006558841
"Ryan Ramsey","sa3020605",0.0703,NA,NA,NA
"Ryan Rolison","sa3008244",1.53155,NA,NA,NA
"Ryan Sherriff","12249",1.46307142857143,4.994,"REZ1",0.292965844727959
"Ryan Shreve","sa3010555",2.02565,NA,NA,NA
"Ryan Smith","sa1159711",0.0508,NA,NA,NA
"Ryan Sublette","sa3017781",2.02595,NA,NA,NA
"Ryan Tepera","10291",0.520357142857143,1.696,"REZ1",0.30681435309973
"Ryan Thompson","16647",3.37807882352941,2.854,"REZ1",1.18362958077415
"Ryan Vanderhei","sa3023671",0.0764,NA,NA,NA
"Ryan Walker","20423",3.60571058823529,5.464,"REZ1",0.659903109120661
"Ryan Watson","sa3015070",0.0495,NA,NA,NA
"Ryan Watson","sa3023682",2.03615,NA,NA,NA
"Ryan Weathers","23796",8.28921176470588,4.612,"REZ1",1.79731391255548
"Ryan Webb","sa3018280",1.64237742857143,NA,NA,NA
"Ryan Weber","10160",0.4325,1.387,"REZ1",0.31182408074982
"Ryan Weiss","sa3007778",0.0518,NA,NA,NA
"Ryan Yarbrough","16502",2.04965882352941,3.176,"REZ1",0.645358571640243
"Ryan Zeferjahn","25420",2.54058941176471,1.398,"REZ1",1.81730286964571
"Ryder Ryan","19891",1.10216363636364,1.675,"REZ1",0.658008141112619
"Rylan Kaufman","sa3008588",0.0504,NA,NA,NA
"Ryley Widell","sa3005099",0.0727,NA,NA,NA
"Ryne Harper","12680",0.0529,NA,NA,NA
"Ryne Moore","sa3017725",0.0733,NA,NA,NA
"Ryne Nelson","26253",5.00914117647059,5.229,"REZ1",0.957953944630061
"Ryne Stanek","15947",2.75110588235294,3.171,"REZ1",0.867583059713952
"Sabier Marte","sa3019431",0.0782,NA,NA,NA
"Sadiel Baro","sa3019136",0.0775,NA,NA,NA
"Sadrac Franco","sa3005073",0.0662,NA,NA,NA
"Sal Romano","13690",0.52655,NA,NA,NA
"Sam Aldegheri","26443",2.89555058823529,4.514,"REZ1",0.641460032839011
"Sam Armstrong","sa3023046",3.0346,NA,NA,NA
"Sam Bachman","29754",2.65195929411765,2.598,"REZ1",1.02076955123851
"Sam Benschoter","sa3017639",3.53385,NA,NA,NA
"Sam Carlson","sa3005015",1.5244,NA,NA,NA
"Sam Clay","16279",0.0464,NA,NA,NA
"Sam Coonrod","17264",0.699857142857143,2.323,"REZ1",0.301272984441301
"Sam Delaplane","sa3004222",0.0517,NA,NA,NA
"Sam Freeman","6832",0.0506,NA,NA,NA
"Sam Gardner","sa3021721",1.02495,NA,NA,NA
"Sam Gaviglio","12778",0.0501,NA,NA,NA
"Sam Hentges","18548",1.23190472727273,3.24,"REZ1",0.380217508417508
"Sam Howard","16265",0.0502,NA,NA,NA
"Sam Jacobsak","sa3015359",0.0676,NA,NA,NA
"Sam Keating","sa3005025",0.0574,NA,NA,NA
"Sam Knowlton","sa3023467",0.0564,NA,NA,NA
"Sam Long","25379",2.56295647058824,2.163,"REZ1",1.18490821571347
"Sam McWilliams","sa829124",2.02905,NA,NA,NA
"Sam Moll","14874",2.91790117647059,3.258,"REZ1",0.895611165276424
"Sam Ryan","sa3010627",0.0575,NA,NA,NA
"Sam Selman","13397",0.0527,NA,NA,NA
"Sam Thoresen","sa3014920",0.0561,NA,NA,NA
"Sam Weatherly","sa3014455",0.0575,NA,NA,NA
"Sam Whiting","sa3023078",2.03665,NA,NA,NA
"Samir Chires","sa3016254",0.0905,NA,NA,NA
"Sammy Peralta","25589",1.05153588888889,1.092,"REZ1",0.962944953194953
"Sammy Tavarez","sa3015079",0.0531,NA,NA,NA
"Samuel Colmenares","sa3021762",0.0827,NA,NA,NA
"Samuel Fabian","sa3016711",0.0608,NA,NA,NA
"Samuel Mejia","sa3016475",0.0543,NA,NA,NA
"Samuel Perez","sa3008176",0.0573,NA,NA,NA
"Samuel Perez","sa3024068",0.0902,NA,NA,NA
"Samuel Reyes","sa3003036",2.0283,NA,NA,NA
"Samuel Sanchez","sa3021008",0.0759,NA,NA,NA
"Samuel Strickland","sa3017139",0.0501,NA,NA,NA
"Samuel Valerio","sa3009220",0.0572,NA,NA,NA
"Samuel Vasquez","sa3005849",0.0585,NA,NA,NA
"Samy Natera Jr","sa3020862",0.065,NA,NA,NA
"Sandi Charle","sa3015330",0.0605,NA,NA,NA
"Sandro Bargallo","sa3009639",0.0829,NA,NA,NA
"Sandro Santana","sa3021030",0.0728,NA,NA,NA
"Sandy Alcantara","18684",8.78305882352941,6.502,"REZ1",1.35082418079505
"Sandy Gaston","sa3011136",0.0582,NA,NA,NA
"Sandy Mejia","sa3019141",0.0797,NA,NA,NA
"Sandy Ozuna","sa3021041",0.0865,NA,NA,NA
"Sann Omosako","sa3022315",0.0877,NA,NA,NA
"Santiago Florez","sa3003026",0.0561,NA,NA,NA
"Santiago Peraza","sa3021002",0.0932,NA,NA,NA
"Santiago Quintero","sa3019072",0.0605,NA,NA,NA
"Santiago Ramirez","sa3018875",0.061,NA,NA,NA
"Santiago Rojas","sa3024585",0.0933,NA,NA,NA
"Santiago Sojo","sa3018811",0.0614,NA,NA,NA
"Santiago Suarez","sa3019386",0.078,NA,NA,NA
"Saul Garcia","sa3017106",0.07,NA,NA,NA
"Saul Gonzalez","sa3008360",0.056,NA,NA,NA
"Saul Sanchez","sa3021786",0.0622,NA,NA,NA
"Saul Siri","sa3022047",0.0736,NA,NA,NA
"Saul Teran","sa3018296",0.0566,NA,NA,NA
"Sauryn Lao","sa917331",2,NA,NA,NA
"Sawyer GipsonLong","26048",2.61767882352941,2.174,"REZ1",1.20408409545971
"Scarlyn Lebron","sa3016277",0.0583,NA,NA,NA
"Scott Alexander","10591",2.72290823529412,1.651,"REZ1",1.64924787116543
"Scott Barlow","14993",2.77171411764706,2.546,"REZ1",1.08865440598863
"Scott Blewett","16427",1.84335235294118,1.99,"REZ1",0.926307715045817
"Scott Boches","sa3004022",0.0523,NA,NA,NA
"Scott Effross","18384",1.72581223529412,2.315,"REZ1",0.745491246347351
"Scott Engler","sa918353",1.5263,NA,NA,NA
"Scott Kazmir","4897",0.0623,NA,NA,NA
"Scott Kobos","sa3014856",0.0518,NA,NA,NA
"Scott McGough","12056",1.412412,1.61,"REZ1",0.877274534161491
"Scott Randall","sa3017752",0.0659,NA,NA,NA
"Sean Boyle","sa3007618",2.5258,NA,NA,NA
"Sean Burke","29878",7.55026,5.079,"REZ1",1.48656428430793
"Sean Doolittle","1581",0.0512,NA,NA,NA
"Sean Guenther","20045",2.44222,2.838,"REZ1",0.860542635658915
"Sean Harney","sa3020472",1.0273,NA,NA,NA
"Sean Hermann","sa3019429",0.0749,NA,NA,NA
"Sean Hjelle","21481",3.02757058823529,3.247,"REZ1",0.932420877189804
"Sean Hunley","sa3017316",3.03355,NA,NA,NA
"Sean Kealey","sa3015134",0.0496,NA,NA,NA
"Sean Linan","sa3019270",0.0681,NA,NA,NA
"Sean Manaea","15873",7.92767294117647,6.882,"REZ1",1.15194317657316
"Sean McLaughlin","sa659266",0.0529,NA,NA,NA
"Sean Mellen","sa3011865",0.056,NA,NA,NA
"Sean Mooney","sa3014913",0.0649,NA,NA,NA
"Sean Mullen","sa3017843",0.061,NA,NA,NA
"Sean Newcomb","16943",0.82373,1.286,"REZ1",0.640536547433904
"Sean Nolin","11341",0.667714285714286,2.21,"REZ1",0.30213316095669
"Sean Poppen","19583",0.0516,NA,NA,NA
"Sean Rackoski","sa3006964",0.0506,NA,NA,NA
"Sean ReidFoley","17034",1.58220588235294,2.709,"REZ1",0.58405532755738
"Sean Reynolds","22253",1.81103517647059,1.249,"REZ1",1.44998813168182
"Sean Sullivan","sa3018185",3.5378,NA,NA,NA
"Sean Sullivan","sa3023162",3.53735,NA,NA,NA
"Sean Wymer","sa3007204",0.0516,NA,NA,NA
"Sebastian Estiven","sa3022372",0.0923,NA,NA,NA
"Sebastian Javier","sa3016606",0.0623,NA,NA,NA
"Sebastian Keane","sa3020953",0.0754,NA,NA,NA
"Sem Robberse","sa3011735",1.54829128571429,NA,NA,NA
"Serafino Brito","sa3010312",0.0553,NA,NA,NA
"Seranthony Dominguez","19249",3.13481294117647,4.153,"REZ1",0.754830951402955
"Sergio Caruci","sa3015448",0.0619,NA,NA,NA
"Sergio Morillo","sa3005196",0.0561,NA,NA,NA
"Sergio Romo","9817",0.0531,NA,NA,NA
"Sergio Sanchez","sa3009735",0.06,NA,NA,NA
"Sergio Umana","sa3009623",0.0561,NA,NA,NA
"Seth Blair","sa526934",0.0607,NA,NA,NA
"Seth Chavez","sa3023005",0.0566,NA,NA,NA
"Seth Clark","sa3020630",1.02525,NA,NA,NA
"Seth Corry","sa3004648",2.52575,NA,NA,NA
"Seth Elledge","19766",1.5261,NA,NA,NA
"Seth Frankoff","11346",0.0701,NA,NA,NA
"Seth Halvorsen","33294",4.11717882352941,2.473,"REZ1",1.66485193025856
"Seth Johnson","26020",2.54811047058824,3.287,"REZ1",0.775208539880814
"Seth Keener","sa3022949",0.0839,NA,NA,NA
"Seth Keller","sa3020397",0.0565,NA,NA,NA
"Seth Lonsway","sa3017857",2.53385,NA,NA,NA
"Seth Lugo","12447",9.95035647058823,7.712,"REZ1",1.29024331828167
"Seth Martinez","21045",1.36261529411765,1.725,"REZ1",0.789921909633419
"Seth Mayberry","sa3010244",0.05,NA,NA,NA
"Seth Nightingale","sa3020877",0.0579,NA,NA,NA
"Seth Nordlin","sa3004215",0.0666,NA,NA,NA
"Seth Shuman","sa3011187",2.53735,NA,NA,NA
"Seunghwan Oh","18719",0.0519,NA,NA,NA
"Shaddon Peavyhouse","sa3020802",0.0732,NA,NA,NA
"Shane Baz","22264",7.07393882352941,6.507,"REZ1",1.08712752782072
"Shane Bieber","19427",4.12880117647059,3.046,"REZ1",1.35548298636592
"Shane Connolly","sa3017320",0.0577,NA,NA,NA
"Shane Davis","sa3015007",0.0812,NA,NA,NA
"Shane Drohan","sa3014447",3.5297,NA,NA,NA
"Shane Gray","sa3020662",0.0552,NA,NA,NA
"Shane Greene","10756",0.779833333333333,2.05,"REZ1",0.380406504065041
"Shane Gustafson","sa3019610",0.0574,NA,NA,NA
"Shane Marshall","sa3023405",0.0576,NA,NA,NA
"Shane McCarthy","sa915740",0.0509,NA,NA,NA
"Shane McClanahan","21483",6.86077294117647,5.918,"REZ1",1.15930600560603
"Shane Murphy","sa3020389",1.53755,NA,NA,NA
"Shane Panzini","sa3018257",0.0766,NA,NA,NA
"Shane Rademacher","sa3023258",0.0694,NA,NA,NA
"Shane Smith","sa3020469",3.85813833333333,NA,NA,NA
"Shane Telfer","sa3022736",0.0552,NA,NA,NA
"Shaun Anderson","19453",2.34633333333333,1.431,"REZ1",1.63964593524342
"Shawn Armstrong","12857",2.81562705882353,3.269,"REZ1",0.861311428211541
"Shawn Dubin","24977",1.81956211764706,1.673,"REZ1",1.08760437396716
"Shawn Morimando","13606",0.0512,NA,NA,NA
"Shawn Rapp","sa3020743",0.0544,NA,NA,NA
"Shawn Semple","sa3004661",0.0724,NA,NA,NA
"Shawndrick Oduber","sa3021483",0.0606,NA,NA,NA
"Shay Schanaman","sa3022933",0.052,NA,NA,NA
"Shea Barry","sa1170345",0.0807,NA,NA,NA
"Shea Spitzbarth","18475",0.0563,NA,NA,NA
"Shelby Lackey","sa3006771",0.0526,NA,NA,NA
"Shelby Miller","10197",3.27103764705882,1.356,"REZ1",2.41226965122332
"Sheldon Reed","sa3017382",1.5268,NA,NA,NA
"Shelton Perkins","sa1169965",0.0519,NA,NA,NA
"Shinnosuke Ogasawara","sa3058454",0.836506,NA,NA,NA
"Shintaro Fujinami","31839",2.008592,2.912,"REZ1",0.689763736263736
"Shohei Ohtani","19755",5.08885,NA,NA,NA
"Shohei Tomioka","sa3014808",2.026,NA,NA,NA
"Shota Imanaga","33829",8.19383294117647,7.012,"REZ1",1.16854434414953
"Shun Yamaguchi","27460",0.049,NA,NA,NA
"Silvano Hechavarria","sa3024856",0.0898,NA,NA,NA
"Silvino Bracho","15051",0.659785714285714,2.179,"REZ1",0.302792893201337
"Simeon Woods Richardson","24494",7.46923176470588,5.225,"REZ1",1.42951804109203
"Simon Leandro","sa3022240",0.0763,NA,NA,NA
"Simon Miller","sa3023311",0.0552,NA,NA,NA
"Simon Pacheco","sa3016222",0.0609,NA,NA,NA
"Sixto Sanchez","19680",1.84272181818182,3.695,"REZ1",0.498706852011318
"Skylar Arias","sa918539",0.0564,NA,NA,NA
"Skylar Hales","sa3022739",1.02515,NA,NA,NA
"Skylar Szynski","sa917964",0.0598,NA,NA,NA
"Slade Cecconi","27500",3.16014870588235,2.463,"REZ1",1.28304860165747
"Smil Guzman","sa3019249",0.0936,NA,NA,NA
"Snarlyn Evangelista","sa3021013",0.0612,NA,NA,NA
"Soenni Martinez","sa3009605",0.0564,NA,NA,NA
"Solomon Bates","sa3006951",0.0519,NA,NA,NA
"Sonny Gray","12768",8.42129294117647,7.761,"REZ1",1.08507833284067
"Spencer Arrighetti","29921",8.67452470588235,7.93,"REZ1",1.09388710036347
"Spencer Bengard","sa3023092",0.0725,NA,NA,NA
"Spencer Bivens","30226",2.39346588235294,2.385,"REZ1",1.00354963620668
"Spencer Giesting","sa3020402",4.0331,NA,NA,NA
"Spencer Howard","23252",2.12783333333333,2.63,"REZ1",0.809062103929024
"Spencer Mraz","sa3010574",0.0567,NA,NA,NA
"Spencer Patton","12361",0.525714285714286,1.708,"REZ1",0.30779524924724
"Spencer Schwellenbach","31846",8.11390117647059,8.107,"REZ1",1.0008512614371
"Spencer Stockton","sa3011500",1.52655,NA,NA,NA
"Spencer Strider","27498",5.36346352941176,4.233,"REZ1",1.26705965731438
"Spencer Turnbull","16207",3.28008352941176,4.89,"REZ1",0.670773727896066
"Spenser Watkins","17489",3.47504166666667,3.175,"REZ1",1.09450131233596
"Stanly Alcantara","sa3022151",0.063,NA,NA,NA
"Starlin Savinon","sa3021735",0.0848,NA,NA,NA
"Starlyn Castillo","sa3011608",0.0802,NA,NA,NA
"Starlyn Pichardo","sa3016774",0.0589,NA,NA,NA
"Stefan Crichton","16058",0.0521,NA,NA,NA
"Stefan Raeth","sa3020487",0.0565,NA,NA,NA
"Stephen Gonsalves","15492",1.5254,NA,NA,NA
"Stephen Jones","sa3009935",1.5254,NA,NA,NA
"Stephen Kolek","21487",2.35691294117647,1.668,"REZ1",1.41301735082522
"Stephen Nogosek","19545",1.24095833333333,2.314,"REZ1",0.536282771535581
"Stephen Ridings","22358",0.0459,NA,NA,NA
"Stephen Strasburg","10131",0.073,NA,NA,NA
"Stephen Woods Jr","sa737853",0.0501,NA,NA,NA
"Sterling Patick","sa3024981",0.076,NA,NA,NA
"Sterling Sharp","19671",0.052,NA,NA,NA
"Steve Cishek","6483",0.0515,NA,NA,NA
"Steve Hajjar","sa3018177",0.0645,NA,NA,NA
"Steven Brault","15291",0.0508,NA,NA,NA
"Steven Cruz","23165",1.93945647058824,2.429,"REZ1",0.798458818685976
"Steven Echavarria","sa3023560",0.0842,NA,NA,NA
"Steven Fuentes","sa828326",0.0705,NA,NA,NA
"Steven Fulgencio","sa3019427",0.0617,NA,NA,NA
"Steven Jennings","sa3004812",2.0275,NA,NA,NA
"Steven Klimek","sa876117",0.0522,NA,NA,NA
"Steven Matz","13361",5.01084705882353,3.236,"REZ1",1.54846942485276
"Steven Moyers","sa920718",0.0726,NA,NA,NA
"Steven Okert","13580",1.31430223529412,1.857,"REZ1",0.707755646361937
"Steven Perez","sa3008362",0.0557,NA,NA,NA
"Steven Sanchez","sa3016595",0.0569,NA,NA,NA
"Steven Wilson","20353",1.97561176470588,1.563,"REZ1",1.26398705355463
"Steven Zobac","sa3020875",4.53435,NA,NA,NA
"Stevie Branche","sa3014866",1.52705,NA,NA,NA
"Stevie Emanuels","sa3014698",0.52635,NA,NA,NA
"Stharlin Torres","sa3024080",0.0899,NA,NA,NA
"Stijn Van Der Schaaf","sa3021736",0.0894,NA,NA,NA
"Stiven Cruz","sa3015938",0.0718,NA,NA,NA
"Stiven Rogers","sa3024560",0.0828,NA,NA,NA
"Stiward Aquino","sa3002911",0.0586,NA,NA,NA
"Stu Flesland III","sa3023000",0.0769,NA,NA,NA
"Sulivan Ribeiro","sa3016747",0.0622,NA,NA,NA
"Sunayro Martina","sa3022106",0.0799,NA,NA,NA
"TJ Brock","sa3020079",1.0248,NA,NA,NA
"TJ Czyz","sa3020398",0.058,NA,NA,NA
