"name","playerid","new_WAR","WAR","Source","WAR_adj_rate"
"Peyton Stumbo","sa3023009",-0.0183367,NA,NA,NA
"Peyton Williams","sa3010813",-0.240283045,NA,NA,NA
"Phil Bickford","18519",0.0230912509090909,-0.213,"REZ1",-0.108409628681178
"Phil Maton","18064",0.1448756,0.268,"REZ1",0.540580597014925
"Philip Abner","sa3023305",-0.0132091,NA,NA,NA
"Phillip Diehl","20030",-0.00732401,NA,NA,NA
"Phillips Valdez","15605",-0.00190118,NA,NA,NA
"Phoenix Sanders","20541",-0.00403826,NA,NA,NA
"Pierce Banks","sa3019435",-0.0164388,NA,NA,NA
"Pierce Johnson","13435",0.466321882352941,0.067,"REZ1",6.96002809482002
"Pierson Ohl","sa3017977",0.32245954855,NA,NA,NA
"Pitterson Rosa","sa3018839",-0.031927,NA,NA,NA
"PoYu Chen","sa3014699",0.09862604855,NA,NA,NA
"Porter Hodge","26413",0.516209176470588,0.859,"REZ1",0.600941998219544
"Prelander Berroa","22932",0.215269917647059,0.902,"REZ1",0.238658445284988
"Preston Johnson","sa3020565",-0.0186058,NA,NA,NA
"Preston Price","sa3017463",-0.0233883,NA,NA,NA
"Quinn Gudaitis","sa3020572",-0.0260028,NA,NA,NA
"Quinn Mathews","sa3023407",1.174345,NA,NA,NA
"Quinn Priester","25977",0.429226282352941,1.024,"REZ1",0.419166291360294
"Quinton Low","sa3017921",-9.99029e-05,NA,NA,NA
"Quinton Martinez","sa3020109",-0.0177278,NA,NA,NA
"RJ Alaniz","10819",-0.00134062,NA,NA,NA
"RJ Alvarez","13401",-0.00743556,NA,NA,NA
"RJ Dabovich","sa3014431",-0.00454416,NA,NA,NA
"RJ Freure","sa3008159",-0.0175077,NA,NA,NA
"RJ Petit","sa3017848",-0.09329212,NA,NA,NA
"Rael Santos","sa3006635",-0.0259914,NA,NA,NA
"Rafael Dolis","4185",-0.00483345,NA,NA,NA
"Rafael Gonzalez","sa3020995",-9.99029e-05,NA,NA,NA
"Rafael Marcano","sa3008330",-0.09203018,NA,NA,NA
"Rafael Mendez","sa3015435",-0.0320391,NA,NA,NA
"Rafael Montero","12760",-0.0334628541176471,0.032,"REZ1",-1.04571419117647
"Rafael Ohashi","sa3015040",-0.0172906,NA,NA,NA
"Rafael Sanchez","sa3018362",0.31725604855,NA,NA,NA
"Rafael Suero","sa3021774",-0.0377703,NA,NA,NA
"Rafelin Nivar","sa3018833",-0.0237637,NA,NA,NA
"Raffi Vizcaino","sa736742",-0.087476955,NA,NA,NA
"Raidel Martinez","sa3023350",0.00877187,NA,NA,NA
"Railin Perez","sa3009622",-0.00684707,NA,NA,NA
"Raimon Gomez","sa3017645",-9.99029e-05,NA,NA,NA
"Raimy Rodriguez","sa3018326",-9.99029e-05,NA,NA,NA
"Rainiery Rodriguez","sa3007903",-9.99029e-05,NA,NA,NA
"Raisel Iglesias","17130",0.843813647058824,0.396,"REZ1",2.13084254307784
"Ralph Garza Jr","17682",-0.0126489,NA,NA,NA
"Ramon Cuevas","sa3019372",-0.0317012,NA,NA,NA
"Ramon Henriquez","sa3021507",-0.0237066,NA,NA,NA
"Ramon Perez","sa3004005",-0.00413587,NA,NA,NA
"Ramon Sanchez","sa3019132",-0.035601,NA,NA,NA
"Rancel Duarte","sa3019463",-0.0370286,NA,NA,NA
"Randel Clemente","sa3016003",-0.0220196,NA,NA,NA
"Randry De Leon","sa3022025",-9.99029e-05,NA,NA,NA
"Randy Berigüete","sa3016199",-0.0263012,NA,NA,NA
"Randy Dobnak","23798",0.159373188235294,0.249,"REZ1",0.640052964800378
"Randy Labaut","sa3010615",-0.19855135,NA,NA,NA
"Randy Lara","sa3016245",-9.99029e-05,NA,NA,NA
"Randy Rodriguez","23974",0.232745375176471,0.771,"REZ1",0.30187467597467
"Randy Vasquez","24719",0.591558,0.67,"REZ1",0.882922388059701
"Randy Wynne","25804",0.0752859333333333,0.059,"REZ1",1.27603276836158
"Ranger Suarez","17277",2.72016352941176,2.673,"REZ1",1.01764441803657
"Ranwell Smith","sa3019267",-0.0344093,NA,NA,NA
"Raudy Gomez","sa3019548",-0.035252,NA,NA,NA
"Raudy Rivera","sa3021813",-0.0368615,NA,NA,NA
"Raul Alcantara","12790",-0.481648,NA,NA,NA
"Raul Alcantara","sa3005696",-0.00644438,NA,NA,NA
"Raul Brito","sa928287",-0.07846421,NA,NA,NA
"Raul Rangel","sa3015212",-9.99029e-05,NA,NA,NA
"Ray Gaither","sa3017270",-0.102197405,NA,NA,NA
"Ray Kerr","23809",0.145353132727273,0.316,"REZ1",0.459978268124281
"Raymon Rosario","sa3022801",-9.99029e-05,NA,NA,NA
"Raymond Burgos","22370",0.126895295833333,0.616,"REZ1",0.205998856872294
"Raynel Espinal","19516",0.000327714,NA,NA,NA
"Rayner Castillo","sa3015487",-9.99029e-05,NA,NA,NA
"Rayner Urbaez","sa3018880",-0.0276161,NA,NA,NA
"Rayven Antonio","sa3021808",-9.99029e-05,NA,NA,NA
"Reagan Todd","sa3006946",0.0198254375,NA,NA,NA
"Redinson Gomez","sa3016612",-0.0284994,NA,NA,NA
"Reed Garrett","16866",0.647868823529412,1.343,"REZ1",0.482404187289212
"Reese Olson","24968",2.12898117647059,2.564,"REZ1",0.83033587225842
"Reese Sharp","sa3020561",-0.0229416,NA,NA,NA
"Reggie Crawford","sa3020457",-0.034158556,NA,NA,NA
"Reggie Lawson","sa917951",-0.09480395,NA,NA,NA
"Reggie McClain","19311",-0.00796308,NA,NA,NA
"Regi Grace","sa3008101",-0.216635615,NA,NA,NA
"Reibyn Corona","sa3009521",-0.0184914,NA,NA,NA
"Reid Birlingmair","sa3007473",-0.209751885,NA,NA,NA
"Reid Detmers","27468",1.83940117647059,2.496,"REZ1",0.736939573906486
"Reid Johnston","sa3018183",-9.99029e-05,NA,NA,NA
"Reid Morgan","sa3009860",-0.1167205,NA,NA,NA
"Reid Schaller","sa3008023",-0.0036502,NA,NA,NA
"Reid VanScoter","sa3020839",0.39044904855,NA,NA,NA
"Reidis Sena","sa3009626",-0.107233155,NA,NA,NA
"Reilin Ramirez","sa3022115",-0.0311662,NA,NA,NA
"Reimy Beltre","sa3008680",-9.99029e-05,NA,NA,NA
"Reinaldo De Paula","sa3002820",-0.00575235,NA,NA,NA
"Reinier Parra","sa3015401",-0.0180013,NA,NA,NA
"Reiss Knehr","21541",0.119066,0.428,"REZ1",0.278191588785047
"Reiver Camacho","sa3023839",-9.99029e-05,NA,NA,NA
"Reiver Sanmartin","19754",0.312357525,0.375,"REZ1",0.8329534
"Renaldito Florian","sa3019126",-0.0343241,NA,NA,NA
"Renil Ramos","sa3022124",-9.99029e-05,NA,NA,NA
"Reny Artiles","sa3008716",-0.0268112,NA,NA,NA
"Reudis Diaz","sa3021566",-9.99029e-05,NA,NA,NA
"Rex Brothers","9794",-0.00197507,NA,NA,NA
"Reyes Moronta","14966",0.0297926285714286,0.115,"REZ1",0.259066335403727
"Reymin Guduan","13058",-0.00229089,NA,NA,NA
"Reynaldo Lopez","16400",2.61221529411765,1.942,"REZ1",1.34511601138911
"Reynaldo Yean","sa3018303",-0.0211052,NA,NA,NA
"Reynardo Cruz","sa3016032",-9.99029e-05,NA,NA,NA
"Reyson Santos","sa3008266",-0.020114,NA,NA,NA
"Rhett Kouba","sa3017544",0.15000404855,NA,NA,NA
"Rhett Lowder","33876",0.833724941176471,-0.674,"REZ1",-1.23698062489091
"Ricardito Lorenzo","sa3018035",-0.0351159,NA,NA,NA
"Ricardo Brizuela","sa3019290",-9.99029e-05,NA,NA,NA
"Ricardo Estrada","sa3016017",-9.99029e-05,NA,NA,NA
"Ricardo Gomez","sa3019462",-0.0334914,NA,NA,NA
"Ricardo Montero","sa3018370",-0.0381096,NA,NA,NA
"Ricardo Pinto","16318",0.0701947666666667,0.237,"REZ1",0.296180450070324
"Ricardo Quintana","sa3019758",-0.0327891,NA,NA,NA
"Ricardo Sanchez","17581",-0.000191683,NA,NA,NA
"Ricardo Velez","sa3017602",-0.11262242,NA,NA,NA
"Ricardo Yan","sa3016056",-9.99029e-05,NA,NA,NA
"Rich Hill","4806",0.185625370833333,0.458,"REZ1",0.405295569505095
"Richard Bleier","7803",0.124842290416667,0.393,"REZ1",0.317664861111111
"Richard Fernandez","sa3018898",-9.99029e-05,NA,NA,NA
"Richard Fitts","30160",0.316571670588235,0.225,"REZ1",1.40698520261438
"Richard Gallardo","sa3009990",0.11860154855,NA,NA,NA
"Richard Guasch","sa3008434",-0.07458339,NA,NA,NA
"Richard Lovelady","19337",0.211931647058824,0.455,"REZ1",0.465783839689722
"Richard Rodriguez","13549",-0.0097945,NA,NA,NA
"Richy Valdez","sa3019083",-0.0330552,NA,NA,NA
"Rickey Ramirez","sa3004644",-0.0199658,NA,NA,NA
"Ricky Castro","sa3023681",-9.99029e-05,NA,NA,NA
"Ricky DeVito","sa1116003",-0.427727205,NA,NA,NA
"Ricky Karcher","23449",-0.190775754166667,0.127,"REZ1",-1.50217129265092
"Ricky Salinas","sa3007456",-0.0121356,NA,NA,NA
"Ricky Tiedemann","sa3018096",0.30309204855,NA,NA,NA
"Ricky Vanasco","23391",0.110603851111111,0.262,"REZ1",0.422152103477523
"Rico Garcia","20023",-0.0363671791666667,-0.105,"REZ1",0.346354087301587
"Riggs Threadgill","sa3018111",-0.0198667,NA,NA,NA
"Riley Bauman","sa3023102",-9.99029e-05,NA,NA,NA
"Riley Cooper","sa3023503",-9.99029e-05,NA,NA,NA
"Riley Cornelio","sa3020830",-9.99029e-05,NA,NA,NA
"Riley Davis","sa3018145",-9.99029e-05,NA,NA,NA
"Riley Frey","sa3022909",-9.99029e-05,NA,NA,NA
"Riley Gowens","sa3022948",0.31563904855,NA,NA,NA
"Riley Martin","sa3017601",-0.102732925,NA,NA,NA
"Riley O'Brien","20348",0.190730007058824,0.541,"REZ1",0.352550844840709
"Riley Pint","21858",-0.0652120666666667,0.512,"REZ1",-0.127367317708333
"Riley Smith","19826",-0.00824629,NA,NA,NA
"Riley Thompson","sa876287",0.00456243355,NA,NA,NA
"Rio Britton","sa3023379",-0.0171973,NA,NA,NA
"Rio Gomez","sa3004676",-9.99029e-05,NA,NA,NA
"Riskiel Tineo","sa3018375",-0.0195301,NA,NA,NA
"Rito Lugo","sa3008237",-9.99029e-05,NA,NA,NA
"River Ryan","29514",0.313033790458333,0.417,"REZ1",0.750680552657874
"Roansy Contreras","22810",0.169258047058824,0.618,"REZ1",0.27388033504664
"Rob Griswold","sa3018118",-0.0125819,NA,NA,NA
"Rob Hensey","sa3020332",-0.0194042,NA,NA,NA
"Rob Kaminsky","15792",0.0931168325,NA,NA,NA
"Rob Zastryzny","15094",0.176126829090909,0.394,"REZ1",0.447022408860175
"Robbie Baker","sa3008103",-0.00460314,NA,NA,NA
"Robbie Erlin","10354",-0.00368819,NA,NA,NA
"Robbie Hitt","sa3004463",-0.00334236,NA,NA,NA
"Robbie Peto","sa3014848",-0.0153632,NA,NA,NA
"Robbie Ray","11486",1.63080705882353,1.111,"REZ1",1.4678731402552
"Robby Ahlstrom","sa3018193",-0.057154795,NA,NA,NA
"Robby Snelling","sa3020707",0.2275735,NA,NA,NA
"Robert Broom","sa3007235",-0.00870575,NA,NA,NA
"Robert Colina","sa3006133",-9.99029e-05,NA,NA,NA
"Robert Cruz","sa3006390",-9.99029e-05,NA,NA,NA
"Robert Dugger","19191",0.3090647,NA,NA,NA
"Robert Garcia","23363",0.884767529411765,0.859,"REZ1",1.02999712387866
"Robert Gasser","29812",0.667408373791667,0.515,"REZ1",1.29593858988673
"Robert Gsellman","13696",-0.03113037,NA,NA,NA
"Robert Kwiatkowski","sa3014929",-0.162181185,NA,NA,NA
"Robert Stephenson","13594",0.175216635294118,0.139,"REZ1",1.26055133305121
"Robert Stock","6576",-9.99029e-05,NA,NA,NA
"Robert Suarez","30115",0.546807764705882,0.948,"REZ1",0.576801439563167
"Robert Wegielnik","sa3023540",-0.0221039,NA,NA,NA
"Roberto Medina","sa3021498",-0.0337284,NA,NA,NA
"Robin Vazquez","sa3008265",-0.0224135,NA,NA,NA
"Robinson Hernandez","sa3005879",-0.0167947,NA,NA,NA
"Robinson Martinez","sa873188",-0.00580482,NA,NA,NA
"Robinson Pina","sa3003123",0.26353254855,NA,NA,NA
"Rodarni Salvador","sa3018889",-0.0353386,NA,NA,NA
"Roddery Munoz","25311",0.233672435294118,1.61,"REZ1",0.145138158567775
"Rodney Boone","sa3018107",0.12235354855,NA,NA,NA
"Rodney Hutchison","sa3008162",-0.0061897,NA,NA,NA
"Rodney Theophile","sa3008228",-0.03529875145,NA,NA,NA
"Rodolfo De La Cruz","sa3019398",-0.0373289,NA,NA,NA
"Rodolfo Garrido","sa3018355",-9.99029e-05,NA,NA,NA
"Rodolfo Martinez","sa206642",-0.0335971,NA,NA,NA
"Rodolfo Sanchez","sa3003009",-0.00931645,NA,NA,NA
"Rodolfo Toledano","sa3019276",-9.99029e-05,NA,NA,NA
"Roel Garcia III","sa3020253",-9.99029e-05,NA,NA,NA
"Roel Ramirez","16470",-0.00320137,NA,NA,NA
"Roelmy Garcia","sa3015434",-0.0368243,NA,NA,NA
"Roenis Elias","12673",-0.000611924,NA,NA,NA
"Roger Jorge","sa3019301",-0.0362982,NA,NA,NA
"Roger Rodriguez","sa3009234",-9.99029e-05,NA,NA,NA
"Roiber Talavera","sa3016799",-0.0317769,NA,NA,NA
"Roki Sasaki","sa3025686",2.85652428571429,NA,NA,NA
"Rolando Casihis","sa3018356",-9.99029e-05,NA,NA,NA
"Rolando Gutierrez","sa3018372",-0.0179323,NA,NA,NA
"Rolddy Munoz","sa3011575",-0.053952255,NA,NA,NA
"Rolfi Jimenez","sa3016471",-9.99029e-05,NA,NA,NA
"Roman Angelo","sa3022737",-9.99029e-05,NA,NA,NA
"Roman Camacho","sa3023108",-9.99029e-05,NA,NA,NA
"Roman Perez","sa3018845",-0.0354771,NA,NA,NA
"Roman Phansalkar","sa3019949",-0.0193822,NA,NA,NA
"Ron Marinaccio","23488",-0.0177316023529412,0.035,"REZ1",-0.506617210084033
"Ronal Herrera","sa3018862",-0.0350098,NA,NA,NA
"Ronald Bolanos","20041",-0.00661434,NA,NA,NA
"Ronald Herrera","15688",-9.99029e-05,NA,NA,NA
"Ronald Medrano","sa737377",-9.99029e-05,NA,NA,NA
"Ronaldo Alesandro","sa3007627",-0.0133447,NA,NA,NA
"Ronan Kopp","sa3017751",-0.08061689,NA,NA,NA
"Ronel Blanco","19407",1.10325411764706,0.072,"REZ1",15.3229738562092
"Ronnie Williams","sa828702",-9.99029e-05,NA,NA,NA
"Ronny Chalas","sa3015970",-0.0191758,NA,NA,NA
"Ronny Garcia","sa3003030",-0.0130545,NA,NA,NA
"Ronny Henriquez","24094",0.195725564705882,0.328,"REZ1",0.596724282639885
"Ronny Lopez","sa3021754",-9.99029e-05,NA,NA,NA
"Ronny Oliver","sa3016624",-9.99029e-05,NA,NA,NA
"Ronny Robles","sa3019256",-0.0337405,NA,NA,NA
"Rony Cruz","sa3016611",-0.0332128,NA,NA,NA
"Rony Garcia","20430",-9.99029e-05,NA,NA,NA
"Roque Gutierrez","sa3015440",-0.0192469,NA,NA,NA
"Rorik Maltrud","sa3023510",-9.99029e-05,NA,NA,NA
"Ross Carver","sa3017069",-0.03385005,NA,NA,NA
"Ross Detwiler","2859",-0.00016831,NA,NA,NA
"Ross Dunn","sa3023414",-9.99029e-05,NA,NA,NA
"Ross Stripling","13273",0.312514458823529,0.94,"REZ1",0.332462190237797
"Rowan Wick","14646",0.00177459,NA,NA,NA
"Roy Garcia","sa3002941",-0.00380288,NA,NA,NA
"Royber Salinas","sa3009243",0.1053702657,NA,NA,NA
"Royman Blanco","sa3008580",-0.0202934,NA,NA,NA
"Ruben Castillo","sa3015455",-9.99029e-05,NA,NA,NA
"Ruben De La Cruz","sa3018884",-0.0365981,NA,NA,NA
"Ruben Galindo","sa3015100",-0.0121727,NA,NA,NA
"Ruben Ramirez","sa3017474",-0.0157826,NA,NA,NA
"Rubender Pena","sa3024097",-9.99029e-05,NA,NA,NA
"Rudit Pina","sa3022030",-9.99029e-05,NA,NA,NA
"Runelvis Toribio","sa3019243",-0.0388381,NA,NA,NA
"Russell Smith","sa3018191",-0.126425425,NA,NA,NA
"Ruver Flores","sa3021571",-0.0357986,NA,NA,NA
"Ryan Ammons","sa3023523",-0.0152075,NA,NA,NA
"Ryan Anderson","sa1172845",-0.062160105,NA,NA,NA
"Ryan Bergert","sa3017418",0.013045,NA,NA,NA
"Ryan Birchard","sa3023449",-9.99029e-05,NA,NA,NA
"Ryan Borucki","16350",0.0889650096470588,0.344,"REZ1",0.258619214090287
"Ryan Bourassa","sa3022947",-0.058571545,NA,NA,NA
"Ryan Boyer","sa3018151",-0.054707595,NA,NA,NA
"Ryan Brady","sa3020313",-0.043369285,NA,NA,NA
"Ryan Brasier","5615",0.422563058823529,0.261,"REZ1",1.61901555104801
"Ryan Brown","sa3022939",-9.99029e-05,NA,NA,NA
"Ryan Buchter","9456",-0.00894426,NA,NA,NA
"Ryan Burr","17536",0.244020470588235,-0.084,"REZ1",-2.9050056022409
"Ryan Cardona","sa3017470",-9.99029e-05,NA,NA,NA
"Ryan Carpenter","12699",-0.07084295145,NA,NA,NA
"Ryan Castellani","16377",-0.0175015,NA,NA,NA
"Ryan Chasse","sa3020266",-0.0259059,NA,NA,NA
"Ryan Conroy","sa3007906",-0.00331837,NA,NA,NA
"Ryan Costeiu","sa3017260",-9.99029e-05,NA,NA,NA
"Ryan Cusick","sa3017385",-0.13769136,NA,NA,NA
"Ryan Feltner","21446",1.65225176470588,1.516,"REZ1",1.08987583423871
"Ryan Fernandez","24862",0.484805058823529,0.725,"REZ1",0.668696632860041
"Ryan Garcia","sa3011190",-0.07662695145,NA,NA,NA
"Ryan Gusto","sa3011818",0.208247255714286,NA,NA,NA
"Ryan Harbin","sa3011733",-0.010293,NA,NA,NA
"Ryan Hartman","19480",-0.00727689,NA,NA,NA
"Ryan Harvey","sa3021724",-9.99029e-05,NA,NA,NA
"Ryan Hawks","sa3022999",-9.99029e-05,NA,NA,NA
"Ryan Helsley","18138",1.12155105882353,0.628,"REZ1",1.78590932933683
"Ryan Hendrix","19535",-0.00235474,NA,NA,NA
"Ryan Hennen","sa3018277",-0.03762996,NA,NA,NA
"Ryan Jennings","sa3020634",0.04786939855,NA,NA,NA
"Ryan Jensen","sa3011496",-0.08801972,NA,NA,NA
"Ryan Langford","sa3020880",-0.1554933,NA,NA,NA
"Ryan Lillie","sa3004740",-9.99029e-05,NA,NA,NA
"Ryan Lobus","sa3022744",0.28120154855,NA,NA,NA
"Ryan Long","sa3017616",0.01252834855,NA,NA,NA
"Ryan Loutos","29521",0.0799071588235294,0.263,"REZ1",0.30382950123015
"Ryan Meisinger","18105",-0.0068374,NA,NA,NA
"Ryan Middendorf","sa3019506",-0.155555675,NA,NA,NA
"Ryan Miller","22187",0.0547330509090909,0.263,"REZ1",0.208110459730384
"Ryan Murphy","sa3014871",0.11559404855,NA,NA,NA
"Ryan Nutof","sa915630",-0.00476051,NA,NA,NA
"Ryan Och","sa3017146",-0.0943342535,NA,NA,NA
"Ryan Olson","sa918258",-0.00671758,NA,NA,NA
"Ryan Pepiot","26221",1.81498941176471,1.59,"REZ1",1.14150277469478
"Ryan Pressly","7005",0.633443411764706,0.219,"REZ1",2.89243567015847
"Ryan Ramsey","sa3020605",-9.99029e-05,NA,NA,NA
"Ryan Rolison","sa3008244",0.043235915,NA,NA,NA
"Ryan Sherriff","12249",-0.0703999642857143,-0.236,"REZ1",0.298304933414044
"Ryan Shreve","sa3010555",-0.11812343,NA,NA,NA
"Ryan Smith","sa1159711",-0.00457391,NA,NA,NA
"Ryan Sublette","sa3017781",-0.27694765,NA,NA,NA
"Ryan Tepera","10291",-0.0224139878571429,-0.076,"REZ1",0.294920892857143
"Ryan Thompson","16647",0.343768352941176,0.242,"REZ1",1.42053038405445
"Ryan Vanderhei","sa3023671",-9.99029e-05,NA,NA,NA
"Ryan Walker","20423",1.16082882352941,1.349,"REZ1",0.860510617886888
"Ryan Watson","sa3015070",-0.00150221,NA,NA,NA
"Ryan Watson","sa3023682",0.28189954855,NA,NA,NA
"Ryan Weathers","23796",1.2855,0.848,"REZ1",1.51591981132075
"Ryan Webb","sa3018280",0.0868087571428572,NA,NA,NA
"Ryan Weber","10160",-0.106535814285714,-0.368,"REZ1",0.289499495341615
"Ryan Weiss","sa3007778",-0.00543542,NA,NA,NA
"Ryan Yarbrough","16502",0.000203552941176468,-0.18,"REZ1",-0.0011308496732026
"Ryan Zeferjahn","25420",0.194025070588235,0.847,"REZ1",0.229073282866866
"Ryder Ryan","19891",-0.0253931905090909,-0.016,"REZ1",1.58707440681818
"Rylan Kaufman","sa3008588",-0.00392752,NA,NA,NA
"Ryley Widell","sa3005099",-9.99029e-05,NA,NA,NA
"Ryne Harper","12680",-0.00801611,NA,NA,NA
"Ryne Moore","sa3017725",-9.99029e-05,NA,NA,NA
"Ryne Nelson","26253",1.04504611764706,2.222,"REZ1",0.470317784719648
"Ryne Stanek","15947",0.319547376470588,1.189,"REZ1",0.268753050017316
"Sabier Marte","sa3019431",-9.99029e-05,NA,NA,NA
"Sadiel Baro","sa3019136",-9.99029e-05,NA,NA,NA
"Sadrac Franco","sa3005073",-0.0198898,NA,NA,NA
"Sal Romano","13690",-0.116954275,NA,NA,NA
"Sam Aldegheri","26443",0.275266317647059,0.925,"REZ1",0.297585208267091
"Sam Armstrong","sa3023046",0.01007054855,NA,NA,NA
"Sam Bachman","29754",0.0181371764705882,0.084,"REZ1",0.215918767507003
"Sam Benschoter","sa3017639",-0.13201495145,NA,NA,NA
"Sam Carlson","sa3005015",-0.115736255,NA,NA,NA
"Sam Clay","16279",-0.000374431,NA,NA,NA
"Sam Coonrod","17264",0.0250193285714286,0.094,"REZ1",0.266163069908815
"Sam Delaplane","sa3004222",-0.00553911,NA,NA,NA
"Sam Freeman","6832",-0.00415478,NA,NA,NA
"Sam Gardner","sa3021721",0.003643815,NA,NA,NA
"Sam Gaviglio","12778",-0.000643619,NA,NA,NA
"Sam Hentges","18548",0.484718825454545,0.938,"REZ1",0.516757809653034
"Sam Howard","16265",-0.00404482,NA,NA,NA
"Sam Jacobsak","sa3015359",-0.0172543,NA,NA,NA
"Sam Keating","sa3005025",-0.0206528,NA,NA,NA
"Sam Knowlton","sa3023467",-0.0219876,NA,NA,NA
"Sam Long","25379",0.0699314588235294,0.2,"REZ1",0.349657294117647
"Sam McWilliams","sa829124",-0.18700757,NA,NA,NA
"Sam Moll","14874",0.206600470588235,0.049,"REZ1",4.21633613445378
"Sam Ryan","sa3010627",-0.0180712,NA,NA,NA
"Sam Selman","13397",-0.0092156,NA,NA,NA
"Sam Thoresen","sa3014920",-0.0194812,NA,NA,NA
"Sam Weatherly","sa3014455",-0.0123419,NA,NA,NA
"Sam Whiting","sa3023078",-0.11862095145,NA,NA,NA
"Samir Chires","sa3016254",-9.99029e-05,NA,NA,NA
"Sammy Peralta","25589",-0.0910416977777778,-0.341,"REZ1",0.266984450961225
"Sammy Tavarez","sa3015079",-0.00986297,NA,NA,NA
"Samuel Colmenares","sa3021762",-9.99029e-05,NA,NA,NA
"Samuel Fabian","sa3016711",-0.0339505,NA,NA,NA
"Samuel Mejia","sa3016475",-0.0196614,NA,NA,NA
"Samuel Perez","sa3008176",-0.013628,NA,NA,NA
"Samuel Perez","sa3024068",-9.99029e-05,NA,NA,NA
"Samuel Reyes","sa3003036",-0.095994075,NA,NA,NA
"Samuel Sanchez","sa3021008",-9.99029e-05,NA,NA,NA
"Samuel Strickland","sa3017139",-0.0102712,NA,NA,NA
"Samuel Valerio","sa3009220",-0.0214212,NA,NA,NA
"Samuel Vasquez","sa3005849",-0.0203955,NA,NA,NA
"Samy Natera Jr","sa3020862",-9.99029e-05,NA,NA,NA
"Sandi Charle","sa3015330",-0.0311247,NA,NA,NA
"Sandro Bargallo","sa3009639",-9.99029e-05,NA,NA,NA
"Sandro Santana","sa3021030",-0.0307518,NA,NA,NA
"Sandy Alcantara","18684",3.13905764705882,2.371,"REZ1",1.32393827374898
"Sandy Gaston","sa3011136",-0.0216654,NA,NA,NA
"Sandy Mejia","sa3019141",-9.99029e-05,NA,NA,NA
"Sandy Ozuna","sa3021041",-9.99029e-05,NA,NA,NA
"Sann Omosako","sa3022315",-9.99029e-05,NA,NA,NA
"Santiago Florez","sa3003026",-0.0168556,NA,NA,NA
"Santiago Peraza","sa3021002",-9.99029e-05,NA,NA,NA
"Santiago Quintero","sa3019072",-0.0327709,NA,NA,NA
"Santiago Ramirez","sa3018875",-0.0325962,NA,NA,NA
"Santiago Rojas","sa3024585",-9.99029e-05,NA,NA,NA
"Santiago Sojo","sa3018811",-0.0337931,NA,NA,NA
"Santiago Suarez","sa3019386",-9.99029e-05,NA,NA,NA
"Saul Garcia","sa3017106",-9.99029e-05,NA,NA,NA
"Saul Gonzalez","sa3008360",-0.0166978,NA,NA,NA
"Saul Sanchez","sa3021786",-0.0369746,NA,NA,NA
"Saul Siri","sa3022047",-0.0368945,NA,NA,NA
"Saul Teran","sa3018296",-0.0199487,NA,NA,NA
"Sauryn Lao","sa917331",-0.0797033,NA,NA,NA
"Sawyer GipsonLong","26048",0.262336588235294,-0.114,"REZ1",-2.30119814241486
"Scarlyn Lebron","sa3016277",-0.0240478,NA,NA,NA
"Scott Alexander","10591",0.227460235294118,-0.083,"REZ1",-2.74048476257973
"Scott Barlow","14993",0.250689694117647,0.314,"REZ1",0.798374822030723
"Scott Blewett","16427",-0.00874968823529412,-0.178,"REZ1",0.0491555518836748
"Scott Boches","sa3004022",-0.0027321,NA,NA,NA
"Scott Effross","18384",0.135198176470588,0.276,"REZ1",0.489848465473146
"Scott Engler","sa918353",-0.236255675,NA,NA,NA
"Scott Kazmir","4897",-9.99029e-05,NA,NA,NA
"Scott Kobos","sa3014856",-0.00763766,NA,NA,NA
"Scott McGough","12056",-0.141165447058824,-0.361,"REZ1",0.391040019553528
"Scott Randall","sa3017752",-9.99029e-05,NA,NA,NA
"Sean Boyle","sa3007618",0.376619331,NA,NA,NA
"Sean Burke","29878",0.932512117647059,0.649,"REZ1",1.43684455723738
"Sean Doolittle","1581",-0.00575009,NA,NA,NA
"Sean Guenther","20045",0.154219494117647,0.198,"REZ1",0.77888633392751
"Sean Harney","sa3020472",-0.0687358,NA,NA,NA
"Sean Hermann","sa3019429",-9.99029e-05,NA,NA,NA
"Sean Hjelle","21481",0.403797152941176,0.826,"REZ1",0.488858538669705
"Sean Hunley","sa3017316",0.09802504855,NA,NA,NA
"Sean Kealey","sa3015134",-0.00173061,NA,NA,NA
"Sean Linan","sa3019270",-9.99029e-05,NA,NA,NA
"Sean Manaea","15873",1.82602705882353,1.761,"REZ1",1.03692621171126
"Sean McLaughlin","sa659266",-0.0026403,NA,NA,NA
"Sean Mellen","sa3011865",-0.00607719,NA,NA,NA
"Sean Mooney","sa3014913",-9.99029e-05,NA,NA,NA
"Sean Mullen","sa3017843",-0.0210426,NA,NA,NA
"Sean Newcomb","16943",0.117004652727273,0.634,"REZ1",0.184549925437339
"Sean Nolin","11341",-0.0487072428571429,-0.161,"REZ1",0.302529458740018
"Sean Poppen","19583",-0.00470319,NA,NA,NA
"Sean Rackoski","sa3006964",-0.00222627,NA,NA,NA
"Sean ReidFoley","17034",0.160984270588235,0.414,"REZ1",0.388850895140665
"Sean Reynolds","22253",0.0197544588235294,-0.027,"REZ1",-0.731646623093682
"Sean Sullivan","sa3018185",0.27092904855,NA,NA,NA
"Sean Sullivan","sa3023162",0.32663954855,NA,NA,NA
"Sean Wymer","sa3007204",-0.00516516,NA,NA,NA
