"name","playerid","new_FIP","FIP","Source","FIP_adj_rate"
"Paul Bonzagni","sa3022587",5.23657,NA,NA,NA
"Paul Campbell","22248",5.127105,NA,NA,NA
"Paul Chacon","sa3021499",7.16717,NA,NA,NA
"Paul Fry","15832",4.50105,NA,NA,NA
"Paul Gervase","sa3019957",4.28484,NA,NA,NA
"Paul Sewald","13892",3.95633647058824,3.979,"REZ1",0.994304214774626
"Paul Skenes","33677",3.01630941176471,3.797,"REZ1",0.794392786875087
"Paul Wilson","sa3023596",7.00606,NA,NA,NA
"Paulshawn Pasqualotto","sa3023476",6.0537,NA,NA,NA
"Paxton Schultz","sa3010626",4.621715,NA,NA,NA
"Paxton Thompson","sa3023277",5.8008,NA,NA,NA
"Payton Martin","sa3020869",6.17312,NA,NA,NA
"Pedro Alfonseca","sa918899",6.35638,NA,NA,NA
"Pedro Almanzar","sa3015967",7.11285,NA,NA,NA
"Pedro Avila","18864",4.11349636363636,4.072,"REZ1",1.01019065904626
"Pedro Da Costa Lemos","sa3016781",5.85278,NA,NA,NA
"Pedro Fernandez","sa657697",4.93942,NA,NA,NA
"Pedro Figueroa","sa3016293",7.65178,NA,NA,NA
"Pedro Garcia","sa3011805",4.99501,NA,NA,NA
"Pedro Garcia","sa3018872",6.2288,NA,NA,NA
"Pedro Gonzalez","sa3002617",5.91782,NA,NA,NA
"Pedro Marquez","sa3018310",6.54809,NA,NA,NA
"Pedro Payano","18313",5.04556,NA,NA,NA
"Pedro Peralta","sa3022182",7.29414,NA,NA,NA
"Pedro Reyes","sa3015994",6.40277,NA,NA,NA
"Pedro Rodriguez","sa3015962",7.11664,NA,NA,NA
"Pedro Santillan","sa3015493",6.7124,NA,NA,NA
"Pedro Santos","sa1171936",5.19409,NA,NA,NA
"Pedro Tucent","sa3024255",6.87077,NA,NA,NA
"Peniel Otano","sa3016751",5.59176,NA,NA,NA
"Penn Murfee","25174",4.22017058823529,3.865,"REZ1",1.09189407198843
"Pete Fairbanks","17998",3.46070941176471,3.448,"REZ1",1.00368602429371
"Pete Hansen","sa3020798",4.90751,NA,NA,NA
"Peter Bonilla","sa3018850",7.29562,NA,NA,NA
"Peter Heubeck","sa3017936",6.13115,NA,NA,NA
"Peter Lambert","17969",4.54149583333333,4.91,"REZ1",0.924948234894773
"Peter Solomon","20476",4.69873333333333,4.939,"REZ1",0.951353175406627
"Peter Strzelecki","21367",4.22781882352941,3.966,"REZ1",1.06601584052683
"Peter Van Loon","sa3017543",4.85205,NA,NA,NA
"Peyton Alford","sa3016843",4.60674,NA,NA,NA
"Peyton Battenfield","25777",5.3106875,4.642,"REZ1",1.14405159414046
"Peyton Glavine","sa3017533",5.59277,NA,NA,NA
"Peyton Pallette","sa3020742",5.508315,NA,NA,NA
"Peyton Plumlee","sa3011654",4.82287,NA,NA,NA
"Peyton Remy","sa3005302",4.58486,NA,NA,NA
"Peyton Stumbo","sa3023009",5.98514,NA,NA,NA
"Peyton Williams","sa3010813",5.1447,NA,NA,NA
"Phil Bickford","18519",4.02822545454545,3.793,"REZ1",1.06201567480766
"Phil Maton","18064",4.22427647058824,4.074,"REZ1",1.03688671344827
"Philip Abner","sa3023305",5.31665,NA,NA,NA
"Phillip Diehl","20030",4.97189,NA,NA,NA
"Phillips Valdez","15605",4.5924,NA,NA,NA
"Phoenix Sanders","20541",4.68259,NA,NA,NA
"Pierce Banks","sa3019435",5.78451,NA,NA,NA
"Pierce Johnson","13435",3.60252117647059,3.53,"REZ1",1.02054424262623
"Pierson Ohl","sa3017977",4.85263,NA,NA,NA
"Pitterson Rosa","sa3018839",7.22384,NA,NA,NA
"PoYu Chen","sa3014699",5.16634,NA,NA,NA
"Porter Hodge","26413",3.73219529411765,3.284,"REZ1",1.13647846958515
"Prelander Berroa","22932",4.29047294117647,3.407,"REZ1",1.25931110689066
"Preston Johnson","sa3020565",5.8714,NA,NA,NA
"Preston Price","sa3017463",6.41171,NA,NA,NA
"Quinn Gudaitis","sa3020572",6.6485,NA,NA,NA
"Quinn Mathews","sa3023407",4.053455,NA,NA,NA
"Quinn Priester","25977",4.00704,4.029,"REZ1",0.994549516008935
"Quinton Low","sa3017921",6.11155,NA,NA,NA
"Quinton Martinez","sa3020109",5.89945,NA,NA,NA
"RJ Alaniz","10819",4.71245,NA,NA,NA
"RJ Alvarez","13401",4.98177,NA,NA,NA
"RJ Dabovich","sa3014431",4.40459,NA,NA,NA
"RJ Freure","sa3008159",5.88056,NA,NA,NA
"RJ Petit","sa3017848",4.568455,NA,NA,NA
"Rael Santos","sa3006635",6.64747,NA,NA,NA
"Rafael Dolis","4185",4.75179,NA,NA,NA
"Rafael Gonzalez","sa3020995",6.1127,NA,NA,NA
"Rafael Marcano","sa3008330",5.16651,NA,NA,NA
"Rafael Mendez","sa3015435",7.20094,NA,NA,NA
"Rafael Montero","12760",4.50393647058824,4.715,"REZ1",0.95523573077163
"Rafael Ohashi","sa3015040",5.86104,NA,NA,NA
"Rafael Sanchez","sa3018362",4.68282,NA,NA,NA
"Rafael Suero","sa3021774",7.73022,NA,NA,NA
"Rafelin Nivar","sa3018833",6.44488,NA,NA,NA
"Raffi Vizcaino","sa736742",4.60497,NA,NA,NA
"Raidel Martinez","sa3023350",3.56479,NA,NA,NA
"Railin Perez","sa3009622",4.9066,NA,NA,NA
"Raimon Gomez","sa3017645",5.79948,NA,NA,NA
"Raimy Rodriguez","sa3018326",6.7218,NA,NA,NA
"Rainiery Rodriguez","sa3007903",5.93957,NA,NA,NA
"Raisel Iglesias","17130",3.37616588235294,3.836,"REZ1",0.880126663804208
"Ralph Garza Jr","17682",5.30564,NA,NA,NA
"Ramon Cuevas","sa3019372",7.16988,NA,NA,NA
"Ramon Henriquez","sa3021507",6.4397,NA,NA,NA
"Ramon Perez","sa3004005",4.69029,NA,NA,NA
"Ramon Sanchez","sa3019132",7.52934,NA,NA,NA
"Rancel Duarte","sa3019463",7.66146,NA,NA,NA
"Randel Clemente","sa3016003",6.18684,NA,NA,NA
"Randry De Leon","sa3022025",6.75031,NA,NA,NA
"Randy Berigüete","sa3016199",6.55684,NA,NA,NA
"Randy Dobnak","23798",4.39919764705882,4.498,"REZ1",0.978034158972615
"Randy Labaut","sa3010615",5.33149,NA,NA,NA
"Randy Lara","sa3016245",6.8122,NA,NA,NA
"Randy Rodriguez","23974",4.07049647058824,3.969,"REZ1",1.02557230299527
"Randy Vasquez","24719",4.65064352941176,5.106,"REZ1",0.910819335960001
"Randy Wynne","25804",5.31345,5.086,"REZ1",1.04472080220212
"Ranger Suarez","17277",3.71766941176471,3.568,"REZ1",1.04194770509101
"Ranwell Smith","sa3019267",7.41926,NA,NA,NA
"Raudy Gomez","sa3019548",7.49708,NA,NA,NA
"Raudy Rivera","sa3021813",7.64598,NA,NA,NA
"Raul Alcantara","12790",5.55851,NA,NA,NA
"Raul Alcantara","sa3005696",4.80306,NA,NA,NA
"Raul Brito","sa928287",4.69157,NA,NA,NA
"Raul Rangel","sa3015212",6.3231,NA,NA,NA
"Ray Gaither","sa3017270",4.889405,NA,NA,NA
"Ray Kerr","23809",3.86093636363636,3.573,"REZ1",1.08058672365977
"Raymon Rosario","sa3022801",6.77259,NA,NA,NA
"Raymond Burgos","22370",4.12104166666667,4.105,"REZ1",1.00390783597239
"Raynel Espinal","19516",4.2992,NA,NA,NA
"Rayner Castillo","sa3015487",5.74618,NA,NA,NA
"Rayner Urbaez","sa3018880",6.79565,NA,NA,NA
"Rayven Antonio","sa3021808",6.12927,NA,NA,NA
"Reagan Todd","sa3006946",4.38584,NA,NA,NA
"Redinson Gomez","sa3016612",6.87637,NA,NA,NA
"Reed Garrett","16866",3.55924470588235,3.02,"REZ1",1.17855784962992
"Reese Olson","24968",3.89692,4.194,"REZ1",0.929165474487363
"Reese Sharp","sa3020561",6.25621,NA,NA,NA
"Reggie Crawford","sa3020457",4.49143,NA,NA,NA
"Reggie Lawson","sa917951",5.43208,NA,NA,NA
"Reggie McClain","19311",5.0285,NA,NA,NA
"Regi Grace","sa3008101",5.175065,NA,NA,NA
"Reibyn Corona","sa3009521",5.82289,NA,NA,NA
"Reid Birlingmair","sa3007473",5.279145,NA,NA,NA
"Reid Detmers","27468",3.85422235294118,3.208,"REZ1",1.2014408830864
"Reid Johnston","sa3018183",5.4888,NA,NA,NA
"Reid Morgan","sa3009860",4.54515,NA,NA,NA
"Reid Schaller","sa3008023",4.73622,NA,NA,NA
"Reid VanScoter","sa3020839",4.360635,NA,NA,NA
"Reidis Sena","sa3009626",4.73364,NA,NA,NA
"Reilin Ramirez","sa3022115",7.23034,NA,NA,NA
"Reimy Beltre","sa3008680",7.12726,NA,NA,NA
"Reinaldo De Paula","sa3002820",4.8329,NA,NA,NA
"Reinier Parra","sa3015401",5.92496,NA,NA,NA
"Reiss Knehr","21541",4.74418571428571,4.684,"REZ1",1.01284921312675
"Reiver Camacho","sa3023839",6.787,NA,NA,NA
"Reiver Sanmartin","19754",4.26276666666667,3.892,"REZ1",1.09526378896883
"Renaldito Florian","sa3019126",7.4114,NA,NA,NA
"Renil Ramos","sa3022124",7.09984,NA,NA,NA
"Reny Artiles","sa3008716",6.55625,NA,NA,NA
"Reudis Diaz","sa3021566",6.5567,NA,NA,NA
"Rex Brothers","9794",4.5002,NA,NA,NA
"Reyes Moronta","14966",5.04657142857143,5.901,"REZ1",0.85520613939526
"Reymin Guduan","13058",4.52885,NA,NA,NA
"Reynaldo Lopez","16400",3.60673529411765,3.475,"REZ1",1.03790943715616
"Reynaldo Yean","sa3018303",6.34002,NA,NA,NA
"Reynardo Cruz","sa3016032",6.67746,NA,NA,NA
"Reyson Santos","sa3008266",6.11538,NA,NA,NA
"Rhett Kouba","sa3017544",5.008785,NA,NA,NA
"Rhett Lowder","33876",4.62882941176471,5.228,"REZ1",0.885392006840992
"Ricardito Lorenzo","sa3018035",7.4845,NA,NA,NA
"Ricardo Brizuela","sa3019290",6.22819,NA,NA,NA
"Ricardo Estrada","sa3016017",6.54552,NA,NA,NA
"Ricardo Gomez","sa3019462",7.33461,NA,NA,NA
"Ricardo Montero","sa3018370",7.7617,NA,NA,NA
"Ricardo Pinto","16318",4.77532916666667,4.63,"REZ1",1.03138858891289
"Ricardo Quintana","sa3019758",7.26994,NA,NA,NA
"Ricardo Sanchez","17581",4.34468,NA,NA,NA
"Ricardo Velez","sa3017602",4.65378,NA,NA,NA
"Ricardo Yan","sa3016056",5.39734,NA,NA,NA
"Rich Hill","4806",5.0761,7.726,"REZ1",0.657015273103805
"Richard Bleier","7803",4.66792916666667,7.393,"REZ1",0.631398507597277
"Richard Fernandez","sa3018898",6.66514,NA,NA,NA
"Richard Fitts","30160",4.46719764705882,4.789,"REZ1",0.932803851964674
"Richard Gallardo","sa3009990",4.92187,NA,NA,NA
"Richard Guasch","sa3008434",4.95533,NA,NA,NA
"Richard Lovelady","19337",3.73043647058824,3.647,"REZ1",1.02287811093727
"Richard Rodriguez","13549",5.0631,NA,NA,NA
"Richy Valdez","sa3019083",7.34736,NA,NA,NA
"Rickey Ramirez","sa3004644",5.99122,NA,NA,NA
"Ricky Castro","sa3023681",5.51482,NA,NA,NA
"Ricky DeVito","sa1116003",5.656845,NA,NA,NA
"Ricky Karcher","23449",5.11299583333333,5.402,"REZ1",0.9465005244971
"Ricky Salinas","sa3007456",5.7256,NA,NA,NA
"Ricky Tiedemann","sa3018096",4.333455,NA,NA,NA
"Ricky Vanasco","23391",4.32272222222222,4.292,"REZ1",1.00715802008905
"Rico Garcia","20023",4.52759583333333,5.308,"REZ1",0.85297585405677
"Riggs Threadgill","sa3018111",6.09306,NA,NA,NA
"Riley Bauman","sa3023102",6.6697,NA,NA,NA
"Riley Cooper","sa3023503",6.07802,NA,NA,NA
"Riley Cornelio","sa3020830",6.07361,NA,NA,NA
"Riley Davis","sa3018145",5.14865,NA,NA,NA
"Riley Frey","sa3022909",5.243,NA,NA,NA
"Riley Gowens","sa3022948",5.016235,NA,NA,NA
"Riley Martin","sa3017601",4.448835,NA,NA,NA
"Riley O'Brien","20348",4.26023764705882,4.281,"REZ1",0.995150116108111
"Riley Pint","21858",4.59997916666667,4.641,"REZ1",0.991161208072973
"Riley Smith","19826",4.88921,NA,NA,NA
"Riley Thompson","sa876287",5.03444,NA,NA,NA
"Rio Britton","sa3023379",5.66248,NA,NA,NA
"Rio Gomez","sa3004676",4.96467,NA,NA,NA
"Riskiel Tineo","sa3018375",6.05576,NA,NA,NA
"Rito Lugo","sa3008237",5.30376,NA,NA,NA
"River Ryan","29514",4.6728375,4.76,"REZ1",0.981688550420168
"Roansy Contreras","22810",4.34423294117647,3.816,"REZ1",1.13842582315945
"Rob Griswold","sa3018118",5.3052,NA,NA,NA
"Rob Hensey","sa3020332",6.41564,NA,NA,NA
"Rob Kaminsky","15792",4.293495,NA,NA,NA
"Rob Zastryzny","15094",4.53471818181818,5.143,"REZ1",0.881726265179503
"Robbie Baker","sa3008103",4.73238,NA,NA,NA
"Robbie Erlin","10354",4.65176,NA,NA,NA
"Robbie Hitt","sa3004463",4.62041,NA,NA,NA
"Robbie Peto","sa3014848",5.68804,NA,NA,NA
"Robbie Ray","11486",4.04373764705882,4.04,"REZ1",1.00092516016308
"Robby Ahlstrom","sa3018193",4.86824,NA,NA,NA
"Robby Snelling","sa3020707",4.72937166666667,NA,NA,NA
"Robert Broom","sa3007235",4.95572,NA,NA,NA
"Robert Colina","sa3006133",4.60404,NA,NA,NA
"Robert Cruz","sa3006390",6.9939,NA,NA,NA
"Robert Dugger","19191",4.72086,NA,NA,NA
"Robert Garcia","23363",3.37247294117647,3.363,"REZ1",1.00281681271974
"Robert Gasser","29812",4.28819166666667,4.626,"REZ1",0.926976149301052
"Robert Gsellman","13696",4.83092,NA,NA,NA
"Robert Kwiatkowski","sa3014929",4.86489,NA,NA,NA
"Robert Stephenson","13594",4.45374941176471,7.61,"REZ1",0.585249594187215
"Robert Stock","6576",4.70644,NA,NA,NA
"Robert Suarez","30115",3.84191411764706,3.652,"REZ1",1.05200277044005
"Robert Wegielnik","sa3023540",6.13554,NA,NA,NA
"Roberto Medina","sa3021498",7.16646,NA,NA,NA
"Robin Vazquez","sa3008265",6.32334,NA,NA,NA
"Robinson Hernandez","sa3005879",5.81648,NA,NA,NA
"Robinson Martinez","sa873188",4.7483,NA,NA,NA
"Robinson Pina","sa3003123",4.774855,NA,NA,NA
"Rodarni Salvador","sa3018889",7.50508,NA,NA,NA
"Roddery Munoz","25311",4.9607,4.904,"REZ1",1.01156199021207
"Rodney Boone","sa3018107",4.84675,NA,NA,NA
"Rodney Hutchison","sa3008162",4.64605,NA,NA,NA
"Rodney Theophile","sa3008228",5.29493,NA,NA,NA
"Rodolfo De La Cruz","sa3019398",7.68147,NA,NA,NA
"Rodolfo Garrido","sa3018355",7.09168,NA,NA,NA
"Rodolfo Martinez","sa206642",4.68429,NA,NA,NA
"Rodolfo Sanchez","sa3003009",5.14857,NA,NA,NA
"Rodolfo Toledano","sa3019276",7.04015,NA,NA,NA
"Roel Garcia III","sa3020253",5.93812,NA,NA,NA
"Roel Ramirez","16470",4.53479,NA,NA,NA
"Roelmy Garcia","sa3015434",7.64164,NA,NA,NA
"Roenis Elias","12673",4.3815,NA,NA,NA
"Roger Jorge","sa3019301",7.59382,NA,NA,NA
"Roger Rodriguez","sa3009234",6.81212,NA,NA,NA
"Roiber Talavera","sa3016799",6.86596,NA,NA,NA
"Roki Sasaki","sa3025686",3.51284714285714,NA,NA,NA
"Rolando Casihis","sa3018356",7.01762,NA,NA,NA
"Rolando Gutierrez","sa3018372",5.91785,NA,NA,NA
"Rolddy Munoz","sa3011575",4.52455666666667,NA,NA,NA
"Rolfi Jimenez","sa3016471",6.97568,NA,NA,NA
"Roman Angelo","sa3022737",5.22051,NA,NA,NA
"Roman Camacho","sa3023108",7.21891,NA,NA,NA
"Roman Perez","sa3018845",7.51788,NA,NA,NA
"Roman Phansalkar","sa3019949",6.23308,NA,NA,NA
"Ron Marinaccio","23488",4.68379176470588,5.593,"REZ1",0.837438184284978
"Ronal Herrera","sa3018862",7.4747,NA,NA,NA
"Ronald Bolanos","20041",4.90909,NA,NA,NA
"Ronald Herrera","15688",4.89712,NA,NA,NA
"Ronald Medrano","sa737377",4.86352,NA,NA,NA
"Ronaldo Alesandro","sa3007627",5.5074,NA,NA,NA
"Ronan Kopp","sa3017751",5.008615,NA,NA,NA
"Ronel Blanco","19407",4.57100235294118,4.875,"REZ1",0.937641508295626
"Ronnie Williams","sa828702",4.6376,NA,NA,NA
"Ronny Chalas","sa3015970",5.89058,NA,NA,NA
"Ronny Garcia","sa3003030",5.48148,NA,NA,NA
"Ronny Henriquez","24094",4.22465882352941,4.66,"REZ1",0.906579146680131
"Ronny Lopez","sa3021754",7.09514,NA,NA,NA
"Ronny Oliver","sa3016624",7.06561,NA,NA,NA
"Ronny Robles","sa3019256",7.35758,NA,NA,NA
"Rony Cruz","sa3016611",7.30895,NA,NA,NA
"Rony Garcia","20430",4.8173,NA,NA,NA
"Roque Gutierrez","sa3015440",6.16881,NA,NA,NA
"Rorik Maltrud","sa3023510",5.28539,NA,NA,NA
"Ross Carver","sa3017069",4.88937,NA,NA,NA
"Ross Detwiler","2859",4.60225,NA,NA,NA
"Ross Dunn","sa3023414",6.14495,NA,NA,NA
"Ross Stripling","13273",4.41967764705882,4.297,"REZ1",1.02854960369067
"Rowan Wick","14646",4.1727,NA,NA,NA
"Roy Garcia","sa3002941",4.66096,NA,NA,NA
"Royber Salinas","sa3009243",4.73440666666667,NA,NA,NA
"Royman Blanco","sa3008580",6.13068,NA,NA,NA
"Ruben Castillo","sa3015455",6.23388,NA,NA,NA
"Ruben De La Cruz","sa3018884",7.62159,NA,NA,NA
"Ruben Galindo","sa3015100",5.44618,NA,NA,NA
"Ruben Ramirez","sa3017474",5.72564,NA,NA,NA
"Rubender Pena","sa3024097",6.90836,NA,NA,NA
"Rudit Pina","sa3022030",7.27924,NA,NA,NA
"Runelvis Toribio","sa3019243",7.82936,NA,NA,NA
"Russell Smith","sa3018191",5.14576,NA,NA,NA
"Ruver Flores","sa3021571",7.5476,NA,NA,NA
"Ryan Ammons","sa3023523",5.57186,NA,NA,NA
"Ryan Anderson","sa1172845",4.74215,NA,NA,NA
"Ryan Bergert","sa3017418",4.877848,NA,NA,NA
"Ryan Birchard","sa3023449",5.92514,NA,NA,NA
"Ryan Borucki","16350",4.22266470588235,4.472,"REZ1",0.944245238345786
"Ryan Bourassa","sa3022947",4.48573,NA,NA,NA
"Ryan Boyer","sa3018151",4.57455,NA,NA,NA
"Ryan Brady","sa3020313",4.70241,NA,NA,NA
"Ryan Brasier","5615",3.75133529411765,4.194,"REZ1",0.894452859827765
"Ryan Brown","sa3022939",4.98196,NA,NA,NA
"Ryan Buchter","9456",5.11552,NA,NA,NA
"Ryan Burr","17536",3.73883176470588,4.124,"REZ1",0.906603240714327
"Ryan Cardona","sa3017470",6.07877,NA,NA,NA
"Ryan Carpenter","12699",5.31383,NA,NA,NA
"Ryan Castellani","16377",5.72436,NA,NA,NA
"Ryan Chasse","sa3020266",6.63968,NA,NA,NA
"Ryan Conroy","sa3007906",4.6183,NA,NA,NA
"Ryan Costeiu","sa3017260",5.75135,NA,NA,NA
"Ryan Cusick","sa3017385",5.25819,NA,NA,NA
"Ryan Feltner","21446",4.59684823529412,4.959,"REZ1",0.926970807681815
"Ryan Fernandez","24862",3.82180823529412,4.159,"REZ1",0.918924798099091
"Ryan Garcia","sa3011190",5.498895,NA,NA,NA
"Ryan Gusto","sa3011818",4.54365571428571,NA,NA,NA
"Ryan Harbin","sa3011733",5.26454,NA,NA,NA
"Ryan Hartman","19480",4.9443,NA,NA,NA
"Ryan Harvey","sa3021724",6.32272,NA,NA,NA
"Ryan Hawks","sa3022999",5.44405,NA,NA,NA
"Ryan Helsley","18138",3.16313529411765,3.653,"REZ1",0.865900710133492
"Ryan Hendrix","19535",4.53356,NA,NA,NA
"Ryan Hennen","sa3018277",4.556735,NA,NA,NA
"Ryan Jennings","sa3020634",4.88762,NA,NA,NA
"Ryan Jensen","sa3011496",4.84021,NA,NA,NA
"Ryan Langford","sa3020880",5.45201,NA,NA,NA
"Ryan Lillie","sa3004740",5.30336,NA,NA,NA
"Ryan Lobus","sa3022744",4.441925,NA,NA,NA
"Ryan Long","sa3017616",5.32885,NA,NA,NA
"Ryan Loutos","29521",4.11615529411765,4.118,"REZ1",0.999552038396709
"Ryan Meisinger","18105",4.82429,NA,NA,NA
"Ryan Middendorf","sa3019506",4.757545,NA,NA,NA
"Ryan Miller","22187",4.51623454545455,4.624,"REZ1",0.976694322113872
"Ryan Murphy","sa3014871",4.81987,NA,NA,NA
"Ryan Nutof","sa915630",4.74536,NA,NA,NA
"Ryan Och","sa3017146",4.540005,NA,NA,NA
"Ryan Olson","sa918258",5.21407,NA,NA,NA
"Ryan Pepiot","26221",4.27567529411765,4.862,"REZ1",0.879406683282116
"Ryan Pressly","7005",3.49798,4.033,"REZ1",0.867339449541284
"Ryan Ramsey","sa3020605",5.37259,NA,NA,NA
"Ryan Rolison","sa3008244",5.03219,NA,NA,NA
"Ryan Sherriff","12249",4.98172142857143,5.705,"REZ1",0.873220232878427
"Ryan Shreve","sa3010555",4.66589,NA,NA,NA
"Ryan Smith","sa1159711",4.7289,NA,NA,NA
"Ryan Sublette","sa3017781",5.5172,NA,NA,NA
"Ryan Tepera","10291",4.98381428571429,6.409,"REZ1",0.777627443550365
"Ryan Thompson","16647",3.76993176470588,3.953,"REZ1",0.95368878439309
"Ryan Vanderhei","sa3023671",5.73074,NA,NA,NA
"Ryan Walker","20423",3.17165411764706,3.711,"REZ1",0.854662925800878
"Ryan Watson","sa3015070",4.14989,NA,NA,NA
"Ryan Watson","sa3023682",4.837545,NA,NA,NA
"Ryan Weathers","23796",4.41000352941176,4.819,"REZ1",0.915128352233195
"Ryan Webb","sa3018280",4.3762,NA,NA,NA
"Ryan Weber","10160",5.64865,8.523,"REZ1",0.662753725214127
"Ryan Weiss","sa3007778",4.80491,NA,NA,NA
"Ryan Yarbrough","16502",4.57149058823529,4.54,"REZ1",1.00693625291526
"Ryan Zeferjahn","25420",4.38861294117647,3.897,"REZ1",1.12615164002476
"Ryder Ryan","19891",5.06446181818182,6.432,"REZ1",0.787385232926278
"Rylan Kaufman","sa3008588",4.67194,NA,NA,NA
"Ryley Widell","sa3005099",5.42387,NA,NA,NA
"Ryne Harper","12680",5.0341,NA,NA,NA
"Ryne Moore","sa3017725",5.38838,NA,NA,NA
"Ryne Nelson","26253",4.14260588235294,4.1,"REZ1",1.01039167862267
"Ryne Stanek","15947",4.15734823529412,4.429,"REZ1",0.938665214561779
"Sabier Marte","sa3019431",6.54767,NA,NA,NA
"Sadiel Baro","sa3019136",6.1073,NA,NA,NA
"Sadrac Franco","sa3005073",5.71299,NA,NA,NA
"Sal Romano","13690",5.04357,NA,NA,NA
"Sam Aldegheri","26443",4.93499764705882,4.801,"REZ1",1.02791036181188
"Sam Armstrong","sa3023046",5.036275,NA,NA,NA
"Sam Bachman","29754",4.75783058823529,4.689,"REZ1",1.01467916149185
"Sam Benschoter","sa3017639",5.51302,NA,NA,NA
"Sam Carlson","sa3005015",4.99429,NA,NA,NA
"Sam Clay","16279",4.27047,NA,NA,NA
"Sam Coonrod","17264",4.81081428571429,5.456,"REZ1",0.881747486384583
"Sam Delaplane","sa3004222",4.81407,NA,NA,NA
"Sam Freeman","6832",4.69286,NA,NA,NA
"Sam Gardner","sa3021721",4.41199,NA,NA,NA
"Sam Gaviglio","12778",4.38428,NA,NA,NA
"Sam Hentges","18548",3.31607272727273,3.433,"REZ1",0.965940206021767
"Sam Howard","16265",4.68227,NA,NA,NA
"Sam Jacobsak","sa3015359",5.85777,NA,NA,NA
"Sam Keating","sa3005025",6.16404,NA,NA,NA
"Sam Knowlton","sa3023467",6.08152,NA,NA,NA
"Sam Long","25379",4.33604,4.473,"REZ1",0.969380728817348
"Sam McWilliams","sa829124",4.969865,NA,NA,NA
"Sam Moll","14874",4.23389294117647,4.771,"REZ1",0.887422540594523
"Sam Ryan","sa3010627",6.11196,NA,NA,NA
"Sam Selman","13397",5.13961,NA,NA,NA
"Sam Thoresen","sa3014920",5.92944,NA,NA,NA
"Sam Weatherly","sa3014455",5.7414,NA,NA,NA
"Sam Whiting","sa3023078",5.54028,NA,NA,NA
"Samir Chires","sa3016254",6.85614,NA,NA,NA
"Sammy Peralta","25589",4.82311555555556,5.198,"REZ1",0.927879098798683
"Sammy Tavarez","sa3015079",5.19712,NA,NA,NA
"Samuel Colmenares","sa3021762",6.35764,NA,NA,NA
"Samuel Fabian","sa3016711",7.25852,NA,NA,NA
"Samuel Mejia","sa3016475",5.92611,NA,NA,NA
"Samuel Perez","sa3008176",5.51006,NA,NA,NA
"Samuel Perez","sa3024068",6.92577,NA,NA,NA
"Samuel Reyes","sa3003036",4.833145,NA,NA,NA
"Samuel Sanchez","sa3021008",6.11386,NA,NA,NA
"Samuel Strickland","sa3017139",5.1037,NA,NA,NA
"Samuel Valerio","sa3009220",6.2326,NA,NA,NA
"Samuel Vasquez","sa3005849",6.24082,NA,NA,NA
"Samy Natera Jr","sa3020862",4.87034,NA,NA,NA
"Sandi Charle","sa3015330",7.11692,NA,NA,NA
"Sandro Bargallo","sa3009639",5.82295,NA,NA,NA
"Sandro Santana","sa3021030",7.08269,NA,NA,NA
"Sandy Alcantara","18684",3.81719882352941,4.689,"REZ1",0.814075244941227
"Sandy Gaston","sa3011136",6.44459,NA,NA,NA
"Sandy Mejia","sa3019141",6.22035,NA,NA,NA
"Sandy Ozuna","sa3021041",6.93212,NA,NA,NA
"Sann Omosako","sa3022315",6.62697,NA,NA,NA
"Santiago Florez","sa3003026",5.82195,NA,NA,NA
"Santiago Peraza","sa3021002",7.03364,NA,NA,NA
"Santiago Quintero","sa3019072",7.26826,NA,NA,NA
"Santiago Ramirez","sa3018875",7.25218,NA,NA,NA
"Santiago Rojas","sa3024585",7.07689,NA,NA,NA
"Santiago Sojo","sa3018811",7.36242,NA,NA,NA
"Santiago Suarez","sa3019386",5.662,NA,NA,NA
"Saul Garcia","sa3017106",5.68299,NA,NA,NA
"Saul Gonzalez","sa3008360",5.80777,NA,NA,NA
"Saul Sanchez","sa3021786",7.65646,NA,NA,NA
"Saul Siri","sa3022047",7.64903,NA,NA,NA
"Saul Teran","sa3018296",6.31528,NA,NA,NA
"Sauryn Lao","sa917331",4.30373,NA,NA,NA
"Sawyer GipsonLong","26048",4.07782588235294,4.632,"REZ1",0.880359646449253
"Scarlyn Lebron","sa3016277",6.47158,NA,NA,NA
"Scott Alexander","10591",4.09948588235294,4.808,"REZ1",0.852638494665753
"Scott Barlow","14993",3.98167529411765,4.155,"REZ1",0.958285269342394
"Scott Blewett","16427",4.51273294117647,4.496,"REZ1",1.00372173958551
"Scott Boches","sa3004022",4.35281,NA,NA,NA
"Scott Effross","18384",3.9704,3.971,"REZ1",0.999848904558046
"Scott Engler","sa918353",5.422375,NA,NA,NA
"Scott Kazmir","4897",4.37111,NA,NA,NA
"Scott Kobos","sa3014856",4.99967,NA,NA,NA
"Scott McGough","12056",4.60894823529412,4.532,"REZ1",1.01697886921759
"Scott Randall","sa3017752",4.77955,NA,NA,NA
"Sean Boyle","sa3007618",4.41366,NA,NA,NA
"Sean Burke","29878",4.54610823529412,4.281,"REZ1",1.06192670761367
"Sean Doolittle","1581",4.8336,NA,NA,NA
"Sean Guenther","20045",4.09345529411765,4.93,"REZ1",0.830315475480253
"Sean Harney","sa3020472",5.00724,NA,NA,NA
"Sean Hermann","sa3019429",5.67468,NA,NA,NA
"Sean Hjelle","21481",3.70083764705882,3.203,"REZ1",1.15542855043984
