"name","playerid","new_W","W","Source","W_adj_rate"
"Nick Zwack","sa3017867",0.0528,NA,NA,NA
"Nico Zeglin","sa3023549",0.049,NA,NA,NA
"Nicolas Carreno","sa3022004",0.0324,NA,NA,NA
"Nicolas Cruz","sa3019461",0.0461,NA,NA,NA
"Nicolas De La Cruz","sa3021796",0.0275,NA,NA,NA
"Nicolo Pinazzi","sa3015335",0.0403,NA,NA,NA
"Nigel Belgrave","sa3023180",2.02245,NA,NA,NA
"Niklas Rimmel","sa3008426",0.0422,NA,NA,NA
"Nivaldo Rodriguez","22449",0.0454,NA,NA,NA
"Nixon Encarnacion","sa3018319",0.0229,NA,NA,NA
"Nixon Parra","sa3016520",0.0365,NA,NA,NA
"Noah Bremer","sa915571",0.0495,NA,NA,NA
"Noah Cameron","sa3018097",1.861475,NA,NA,NA
"Noah Davis","25862",1.24665250909091,2.316,"REZ1",0.538278285445125
"Noah Dean","sa3020740",0.0433,NA,NA,NA
"Noah Denoyer","sa3011889",0.0528,NA,NA,NA
"Noah Gotsis","sa3011844",0.0465,NA,NA,NA
"Noah Murdock","sa919012",1.70630714285714,NA,NA,NA
"Noah Owen","sa3017272",0.0448,NA,NA,NA
"Noah Ruen","sa3022913",0.0431,NA,NA,NA
"Noah Schultz","sa3020949",1.55402833333333,NA,NA,NA
"Noah Skirrow","sa3014845",2.0228,NA,NA,NA
"Noah Song","sa3011695",0.0467,NA,NA,NA
"Noah Syndergaard","11762",2.32597266666667,5.701,"REZ1",0.407993802256914
"Noah Takacs","sa3023612",0.0373,NA,NA,NA
"Noah Zavolas","sa3006770",0.0488,NA,NA,NA
"Noble Meyer","sa3022945",0.0353,NA,NA,NA
"Noe Ramirez","12800",0.0454,NA,NA,NA
"Noe Toribio","sa3003041",0.046,NA,NA,NA
"Noel Vela","sa3005177",0.0489,NA,NA,NA
"Noelin Cuevas","sa3019054",0.0357,NA,NA,NA
"Nolan Blackwood","sa874212",1.02305,NA,NA,NA
"Nolan Clenney","sa3015328",1.52405,NA,NA,NA
"Nolan DeVos","sa3020453",0.0458,NA,NA,NA
"Nolan Hoffman","sa3007471",2.02435,NA,NA,NA
"Nolan Kingham","sa3008224",0.0561,NA,NA,NA
"Nolan Martinez","sa917988",0.0411,NA,NA,NA
"Nolan McLean","sa3023053",3.0295,NA,NA,NA
"Nolan Perry","sa3021476",0.0409,NA,NA,NA
"Nolan Santos","sa3023104",0.0418,NA,NA,NA
"Nolan Watson","sa874732",1.5246,NA,NA,NA
"Nolberto Henriquez","sa3011137",0.0403,NA,NA,NA
"Nomar Medina","sa3015372",0.0403,NA,NA,NA
"Nomar Rojas","sa3009742",0.0455,NA,NA,NA
"Norbis Diaz","sa3021541",0.0312,NA,NA,NA
"Norge Ruiz","19580",0.0466,NA,NA,NA
"Norge Vera","sa3017468",0.0483,NA,NA,NA
"Norwith Gudino","sa872808",0.0446,NA,NA,NA
"Nyan Hernandez","sa3009475",0.0309,NA,NA,NA
"Ocean Gabonia","sa3017391",0.0433,NA,NA,NA
"Odalvi Javier","sa877574",0.0439,NA,NA,NA
"Odarlin Cruz","sa3021814",0.0361,NA,NA,NA
"Oddanier Mosqueda","sa917882",2.02475,NA,NA,NA
"Odrisamer Despaigne","16017",0.0513,NA,NA,NA
"Ofelky Peralta","sa828239",0.0452,NA,NA,NA
"Ofreidy Gomez","sa737451",0.0475,NA,NA,NA
"Oliver Camilo","sa3022019",0.0348,NA,NA,NA
"Oliver Eusebio","sa3021007",0.0353,NA,NA,NA
"Oliver Garcia","sa917415",0.0453,NA,NA,NA
"Oliver Mateo","sa3005451",0.0398,NA,NA,NA
"Oliver Ortega","21025",1.06233333333333,1.245,"REZ1",0.853279785809906
"Olmandi Diaz","sa3016484",0.0313,NA,NA,NA
"Omar Cruz","sa3006971",1.28407528571429,NA,NA,NA
"Omar Gonzalez","sa3019380",0.0328,NA,NA,NA
"Omar Munoz","sa3018282",0.036,NA,NA,NA
"Omar Victorino","sa3019273",0.0394,NA,NA,NA
"Omar Yanez","sa3015977",0.0366,NA,NA,NA
"Onias Jimenez","sa3019505",0.0367,NA,NA,NA
"Oriel Castro","sa3008264",0.0406,NA,NA,NA
"Orion Kerkering","31776",4.0024,4.664,"REZ1",0.858147512864494
"Orlando Barrios","sa3009598",0.036,NA,NA,NA
"Orlando Gil","sa3008707",0.0349,NA,NA,NA
"Orlando Gonzalez","sa3024196",0.0385,NA,NA,NA
"Orlando OrtizMayr","sa3018181",2.02095,NA,NA,NA
"Orlando Ribalta","26247",1.68789733333333,3.291,"REZ1",0.5128828117087
"Orlando Rodriguez","sa3011421",0.0426,NA,NA,NA
"Orlando Suarez","sa3023863",0.0307,NA,NA,NA
"Osbriel Mogollon","sa3019150",0.0398,NA,NA,NA
"Oscar Moreta","sa3019069",0.0363,NA,NA,NA
"Oscar Paredes","sa3016040",0.0354,NA,NA,NA
"Oscar Rayo","sa3016749",0.0478,NA,NA,NA
"Oscar Rojas","sa3005098",0.0561,NA,NA,NA
"Oscar Romero","sa3024520",0.0299,NA,NA,NA
"Osiel Rodriguez","sa3009991",0.043,NA,NA,NA
"Osiris German","sa3003046",0.0469,NA,NA,NA
"Osiris Santana","sa3009738",0.0367,NA,NA,NA
"Osvaldo Berrios","sa3004702",0.0461,NA,NA,NA
"Osvaldo Bido","23150",5.58924352941176,5.264,"REZ1",1.06178638476667
"Osvaldo De La Rosa","sa3005460",0.0397,NA,NA,NA
"Osvaldo Hernandez","sa975541",0.049,NA,NA,NA
"Oswald Medina","sa3015928",0.0397,NA,NA,NA
"Oswaldo Aponte","sa3021023",0.0299,NA,NA,NA
"Over Galue","sa3008533",0.0428,NA,NA,NA
"Ovis Portes","sa3019644",0.0362,NA,NA,NA
"Owen Holt","sa3017861",1.5216,NA,NA,NA
"Owen Kellington","sa3018801",0.0357,NA,NA,NA
"Owen Murphy","sa3020330",0.0537,NA,NA,NA
"Owen Sharts","sa3019236",0.0387,NA,NA,NA
"Owen White","22273",0.982589223529412,2.913,"REZ1",0.33731178287999
"Owen Wild","sa3023278",0.0477,NA,NA,NA
"PJ Poulin","sa3007223",1.02385,NA,NA,NA
"Pablo Aldonis","sa3018289",0.0403,NA,NA,NA
"Pablo Garabitos","sa3007787",0.0471,NA,NA,NA
"Pablo Lopez","17085",11.9367764705882,9.396,"REZ1",1.27041043748278
"Pablo Mujica","sa3009596",0.0406,NA,NA,NA
"Packy Naughton","23292",0.934666666666667,0.48,"REZ1",1.94722222222222
"Palmer Wenzel","sa3018095",0.041,NA,NA,NA
"Paolo Espino","8246",1.47606434545455,3.219,"REZ1",0.458547482278517
"Parker Bugg","sa738946",0.0466,NA,NA,NA
"Parker Caracci","sa3010619",0.0455,NA,NA,NA
"Parker Dunshee","20018",1.53470833333333,1.591,"REZ1",0.964618688455898
"Parker Harm","sa3017198",0.0453,NA,NA,NA
"Parker Markel","12106",0.0468,NA,NA,NA
"Parker Messick","sa3020748",3.02765,NA,NA,NA
"Parker Mushinski","21324",0.557973272727273,0.688,"REZ1",0.81100766384778
"Pat Gallagher","sa3020938",0.0493,NA,NA,NA
"Patricio Aquino","sa3016510",0.0427,NA,NA,NA
"Patricio Ress","sa3016206",0.034,NA,NA,NA
"Patrick Copen","sa3023283",0.0468,NA,NA,NA
"Patrick Corbin","9323",5.38511411764706,8.125,"REZ1",0.6627832760181
"Patrick Halligan","sa3017319",1.52525,NA,NA,NA
"Patrick Maybach","sa3025063",0.0428,NA,NA,NA
"Patrick Monteverde","sa3016940",2.38648,NA,NA,NA
"Patrick Murphy","19712",0.150808,NA,NA,NA
"Patrick Murphy","sa3018252",0.0466,NA,NA,NA
"Patrick Pridgen","sa3020564",0.0391,NA,NA,NA
"Patrick Reilly","sa3023038",2.52585,NA,NA,NA
"Patrick Ruotolo","sa856262",0.0472,NA,NA,NA
"Patrick Sandoval","19447",2.73684623529412,7.898,"REZ1",0.346523959900496
"Patrick Smith","sa1170802",0.0473,NA,NA,NA
"Patrick Weigel","17792",1.0224,NA,NA,NA
"Patrick Wicklander","sa3017304",1.52305,NA,NA,NA
"Paul Blackburn","14739",5.47146705882353,5.01,"REZ1",1.09210919337795
"Paul Bonzagni","sa3022587",0.0487,NA,NA,NA
"Paul Campbell","22248",1.02295,NA,NA,NA
"Paul Chacon","sa3021499",0.0295,NA,NA,NA
"Paul Fry","15832",1.52435,NA,NA,NA
"Paul Gervase","sa3019957",1.5243,NA,NA,NA
"Paul Sewald","13892",3.00139058823529,3.354,"REZ1",0.894868988740398
"Paul Skenes","33677",11.4218941176471,10.93,"REZ1",1.04500403638125
"Paul Wilson","sa3023596",0.0297,NA,NA,NA
"Paulshawn Pasqualotto","sa3023476",0.038,NA,NA,NA
"Paxton Schultz","sa3010626",2.5253,NA,NA,NA
"Paxton Thompson","sa3023277",0.0432,NA,NA,NA
"Payton Martin","sa3020869",0.0448,NA,NA,NA
"Pedro Alfonseca","sa918899",0.0399,NA,NA,NA
"Pedro Almanzar","sa3015967",0.037,NA,NA,NA
"Pedro Avila","18864",1.40134545454545,0.044,"REZ1",31.8487603305785
"Pedro Da Costa Lemos","sa3016781",0.0405,NA,NA,NA
"Pedro Fernandez","sa657697",0.0501,NA,NA,NA
"Pedro Figueroa","sa3016293",0.0363,NA,NA,NA
"Pedro Garcia","sa3011805",0.0457,NA,NA,NA
"Pedro Garcia","sa3018872",0.0367,NA,NA,NA
"Pedro Gonzalez","sa3002617",0.0411,NA,NA,NA
"Pedro Marquez","sa3018310",0.0372,NA,NA,NA
"Pedro Payano","18313",0.0451,NA,NA,NA
"Pedro Peralta","sa3022182",0.0269,NA,NA,NA
"Pedro Reyes","sa3015994",0.039,NA,NA,NA
"Pedro Rodriguez","sa3015962",0.0377,NA,NA,NA
"Pedro Santillan","sa3015493",0.041,NA,NA,NA
"Pedro Santos","sa1171936",1.0228,NA,NA,NA
"Pedro Tucent","sa3024255",0.0308,NA,NA,NA
"Peniel Otano","sa3016751",0.0432,NA,NA,NA
"Penn Murfee","25174",1.96893482352941,2.685,"REZ1",0.733309059042611
"Pete Fairbanks","17998",3.5626,3.949,"REZ1",0.902152443656622
"Pete Hansen","sa3020798",0.054,NA,NA,NA
"Peter Bonilla","sa3018850",0.0372,NA,NA,NA
"Peter Heubeck","sa3017936",0.0474,NA,NA,NA
"Peter Lambert","17969",1.69866666666667,2.567,"REZ1",0.661732242565901
"Peter Solomon","20476",2.131375,2.67,"REZ1",0.798267790262172
"Peter Strzelecki","21367",1.46502658823529,2.96,"REZ1",0.494941414944356
"Peter Van Loon","sa3017543",1.52665,NA,NA,NA
"Peyton Alford","sa3016843",2.0235,NA,NA,NA
"Peyton Battenfield","25777",1.962125,1.661,"REZ1",1.18129139072848
"Peyton Glavine","sa3017533",0.042,NA,NA,NA
"Peyton Pallette","sa3020742",1.52125,NA,NA,NA
"Peyton Plumlee","sa3011654",0.0506,NA,NA,NA
"Peyton Remy","sa3005302",0.0472,NA,NA,NA
"Peyton Stumbo","sa3023009",0.0387,NA,NA,NA
"Peyton Williams","sa3010813",0.5229,NA,NA,NA
"Phil Bickford","18519",1.46930036363636,1.777,"REZ1",0.826843198444774
"Phil Maton","18064",2.71475529411765,2.159,"REZ1",1.25741329046672
"Philip Abner","sa3023305",0.0451,NA,NA,NA
"Phillip Diehl","20030",0.0457,NA,NA,NA
"Phillips Valdez","15605",0.0468,NA,NA,NA
"Phoenix Sanders","20541",0.0465,NA,NA,NA
"Pierce Banks","sa3019435",0.0417,NA,NA,NA
"Pierce Johnson","13435",3.90418352941176,2.667,"REZ1",1.46388583779969
"Pierson Ohl","sa3017977",2.5241,NA,NA,NA
"Pitterson Rosa","sa3018839",0.0354,NA,NA,NA
"PoYu Chen","sa3014699",2.5228,NA,NA,NA
"Porter Hodge","26413",3.39512235294118,3.793,"REZ1",0.895102123106031
"Prelander Berroa","22932",2.26196588235294,2.086,"REZ1",1.08435564829959
"Preston Johnson","sa3020565",0.0432,NA,NA,NA
"Preston Price","sa3017463",0.0393,NA,NA,NA
"Quinn Gudaitis","sa3020572",0.0387,NA,NA,NA
"Quinn Mathews","sa3023407",5.55386166666667,NA,NA,NA
"Quinn Priester","25977",2.63772470588235,2.973,"REZ1",0.887226608100354
"Quinton Low","sa3017921",0.0393,NA,NA,NA
"Quinton Martinez","sa3020109",0.0419,NA,NA,NA
"RJ Alaniz","10819",0.0466,NA,NA,NA
"RJ Alvarez","13401",0.0454,NA,NA,NA
"RJ Dabovich","sa3014431",0.047,NA,NA,NA
"RJ Freure","sa3008159",0.0415,NA,NA,NA
"RJ Petit","sa3017848",2.0235,NA,NA,NA
"Rael Santos","sa3006635",0.0388,NA,NA,NA
"Rafael Dolis","4185",0.0462,NA,NA,NA
"Rafael Gonzalez","sa3020995",0.041,NA,NA,NA
"Rafael Marcano","sa3008330",1.02265,NA,NA,NA
"Rafael Mendez","sa3015435",0.0368,NA,NA,NA
"Rafael Montero","12760",2.06680352941176,1.752,"REZ1",1.17968237980124
"Rafael Ohashi","sa3015040",0.0416,NA,NA,NA
"Rafael Sanchez","sa3018362",2.02695,NA,NA,NA
"Rafael Suero","sa3021774",0.0352,NA,NA,NA
"Rafelin Nivar","sa3018833",0.04,NA,NA,NA
"Raffi Vizcaino","sa736742",1.024,NA,NA,NA
"Raidel Martinez","sa3023350",0.0524,NA,NA,NA
"Railin Perez","sa3009622",0.0467,NA,NA,NA
"Raimon Gomez","sa3017645",0.0472,NA,NA,NA
"Raimy Rodriguez","sa3018326",0.0356,NA,NA,NA
"Rainiery Rodriguez","sa3007903",0.0411,NA,NA,NA
"Raisel Iglesias","17130",4.15891294117647,2.865,"REZ1",1.45162755363926
"Ralph Garza Jr","17682",0.0436,NA,NA,NA
"Ramon Cuevas","sa3019372",0.0347,NA,NA,NA
"Ramon Henriquez","sa3021507",0.0393,NA,NA,NA
"Ramon Perez","sa3004005",0.0478,NA,NA,NA
"Ramon Sanchez","sa3019132",0.0356,NA,NA,NA
"Rancel Duarte","sa3019463",0.0353,NA,NA,NA
"Randel Clemente","sa3016003",0.0408,NA,NA,NA
"Randry De Leon","sa3022025",0.0326,NA,NA,NA
"Randy Berigüete","sa3016199",0.0401,NA,NA,NA
"Randy Dobnak","23798",1.34252811764706,-0.341,"REZ1",-3.93703260307055
"Randy Labaut","sa3010615",1.5214,NA,NA,NA
"Randy Lara","sa3016245",0.0316,NA,NA,NA
"Randy Rodriguez","23974",2.84012117647059,3.202,"REZ1",0.88698350295771
"Randy Vasquez","24719",4.32931176470588,4.327,"REZ1",1.00053426501176
"Randy Wynne","25804",1.51791666666667,3.998,"REZ1",0.37966900116725
"Ranger Suarez","17277",10.4777764705882,12.402,"REZ1",0.844845707997761
"Ranwell Smith","sa3019267",0.0362,NA,NA,NA
"Raudy Gomez","sa3019548",0.0358,NA,NA,NA
"Raudy Rivera","sa3021813",0.0355,NA,NA,NA
"Raul Alcantara","12790",4,NA,NA,NA
"Raul Alcantara","sa3005696",0.0494,NA,NA,NA
"Raul Brito","sa928287",1.52445,NA,NA,NA
"Raul Rangel","sa3015212",0.0376,NA,NA,NA
"Ray Gaither","sa3017270",0.52385,NA,NA,NA
"Ray Kerr","23809",1.30551581818182,2.322,"REZ1",0.562237647795787
"Raymon Rosario","sa3022801",0.0336,NA,NA,NA
"Raymond Burgos","22370",1.56516666666667,1.77,"REZ1",0.884274952919021
"Raynel Espinal","19516",0.0486,NA,NA,NA
"Rayner Castillo","sa3015487",0.0404,NA,NA,NA
"Rayner Urbaez","sa3018880",0.0382,NA,NA,NA
"Rayven Antonio","sa3021808",0.0426,NA,NA,NA
"Reagan Todd","sa3006946",1.0245,NA,NA,NA
"Redinson Gomez","sa3016612",0.038,NA,NA,NA
"Reed Garrett","16866",4.84196235294118,4.754,"REZ1",1.01850280878022
"Reese Olson","24968",7.57767294117647,6.439,"REZ1",1.17684002813736
"Reese Sharp","sa3020561",0.0413,NA,NA,NA
"Reggie Crawford","sa3020457",0.5258,NA,NA,NA
"Reggie Lawson","sa917951",0.52215,NA,NA,NA
"Reggie McClain","19311",0.045,NA,NA,NA
"Regi Grace","sa3008101",1.0224,NA,NA,NA
"Reibyn Corona","sa3009521",0.0438,NA,NA,NA
"Reid Birlingmair","sa3007473",1.02255,NA,NA,NA
"Reid Detmers","27468",6.42012941176471,5.701,"REZ1",1.12614092470877
"Reid Johnston","sa3018183",0.0437,NA,NA,NA
"Reid Morgan","sa3009860",1.02325,NA,NA,NA
"Reid Schaller","sa3008023",0.0454,NA,NA,NA
"Reid VanScoter","sa3020839",3.02845,NA,NA,NA
"Reidis Sena","sa3009626",2.02345,NA,NA,NA
"Reilin Ramirez","sa3022115",0.0356,NA,NA,NA
"Reimy Beltre","sa3008680",0.0322,NA,NA,NA
"Reinaldo De Paula","sa3002820",0.046,NA,NA,NA
"Reinier Parra","sa3015401",0.0412,NA,NA,NA
"Reiss Knehr","21541",0.273,0.831,"REZ1",0.328519855595668
"Reiver Camacho","sa3023839",0.0321,NA,NA,NA
"Reiver Sanmartin","19754",1.703,2.598,"REZ1",0.655504234026174
"Renaldito Florian","sa3019126",0.0361,NA,NA,NA
"Renil Ramos","sa3022124",0.0288,NA,NA,NA
"Reny Artiles","sa3008716",0.038,NA,NA,NA
"Reudis Diaz","sa3021566",0.0347,NA,NA,NA
"Rex Brothers","9794",0.0481,NA,NA,NA
"Reyes Moronta","14966",0.797714285714286,2.675,"REZ1",0.298210947930574
"Reymin Guduan","13058",0.0476,NA,NA,NA
"Reynaldo Lopez","16400",10.216,8.063,"REZ1",1.26702220017363
"Reynaldo Yean","sa3018303",0.0425,NA,NA,NA
"Reynardo Cruz","sa3016032",0.0345,NA,NA,NA
"Reyson Santos","sa3008266",0.0405,NA,NA,NA
"Rhett Kouba","sa3017544",2.02535,NA,NA,NA
"Rhett Lowder","33876",4.89630352941176,2.831,"REZ1",1.72953144804372
"Ricardito Lorenzo","sa3018035",0.0364,NA,NA,NA
"Ricardo Brizuela","sa3019290",0.0343,NA,NA,NA
"Ricardo Estrada","sa3016017",0.0364,NA,NA,NA
"Ricardo Gomez","sa3019462",0.0364,NA,NA,NA
"Ricardo Montero","sa3018370",0.0351,NA,NA,NA
"Ricardo Pinto","16318",1.69995833333333,2.582,"REZ1",0.658388200361477
"Ricardo Quintana","sa3019758",0.0364,NA,NA,NA
"Ricardo Sanchez","17581",0.0487,NA,NA,NA
"Ricardo Velez","sa3017602",2.52325,NA,NA,NA
"Ricardo Yan","sa3016056",0.0481,NA,NA,NA
"Rich Hill","4806",3.19266666666667,4.031,"REZ1",0.79202844620855
"Richard Bleier","7803",0.48225,0.272,"REZ1",1.77297794117647
"Richard Fernandez","sa3018898",0.0332,NA,NA,NA
"Richard Fitts","30160",3.33109647058824,4.611,"REZ1",0.722423871305191
"Richard Gallardo","sa3009990",1.5258,NA,NA,NA
"Richard Guasch","sa3008434",1.52325,NA,NA,NA
"Richard Lovelady","19337",2.68154552941176,2.446,"REZ1",1.09629825405223
"Richard Rodriguez","13549",0.0467,NA,NA,NA
"Richy Valdez","sa3019083",0.036,NA,NA,NA
"Rickey Ramirez","sa3004644",0.0419,NA,NA,NA
"Ricky Castro","sa3023681",0.0435,NA,NA,NA
"Ricky DeVito","sa1116003",0.5211,NA,NA,NA
"Ricky Karcher","23449",1.346375,2.962,"REZ1",0.454549291019581
"Ricky Salinas","sa3007456",0.0424,NA,NA,NA
"Ricky Tiedemann","sa3018096",1.53015,NA,NA,NA
"Ricky Vanasco","23391",1.37060488888889,2.111,"REZ1",0.649268066740355
"Rico Garcia","20023",1.449,1.067,"REZ1",1.35801312089972
"Riggs Threadgill","sa3018111",0.0406,NA,NA,NA
"Riley Bauman","sa3023102",0.0337,NA,NA,NA
"Riley Cooper","sa3023503",0.0429,NA,NA,NA
"Riley Cornelio","sa3020830",0.0388,NA,NA,NA
"Riley Davis","sa3018145",0.0457,NA,NA,NA
"Riley Frey","sa3022909",0.0528,NA,NA,NA
"Riley Gowens","sa3022948",2.02255,NA,NA,NA
"Riley Martin","sa3017601",2.0248,NA,NA,NA
"Riley O'Brien","20348",2.69870352941176,3.093,"REZ1",0.872519731461935
"Riley Pint","21858",1.14,1.718,"REZ1",0.663562281722934
"Riley Smith","19826",0.048,NA,NA,NA
"Riley Thompson","sa876287",2.02445,NA,NA,NA
"Rio Britton","sa3023379",0.0437,NA,NA,NA
"Rio Gomez","sa3004676",0.0509,NA,NA,NA
"Riskiel Tineo","sa3018375",0.038,NA,NA,NA
"Rito Lugo","sa3008237",0.0475,NA,NA,NA
"River Ryan","29514",1.41854166666667,3.363,"REZ1",0.421808405193775
"Roansy Contreras","22810",1.88215882352941,1.228,"REZ1",1.53270262502395
"Rob Griswold","sa3018118",0.0458,NA,NA,NA
"Rob Hensey","sa3020332",0.0384,NA,NA,NA
"Rob Kaminsky","15792",0.52475,NA,NA,NA
"Rob Zastryzny","15094",1.35916890909091,3.164,"REZ1",0.429572980117228
"Robbie Baker","sa3008103",0.0464,NA,NA,NA
"Robbie Erlin","10354",0.0474,NA,NA,NA
"Robbie Hitt","sa3004463",0.0467,NA,NA,NA
"Robbie Peto","sa3014848",0.0427,NA,NA,NA
"Robbie Ray","11486",9.00601176470588,8.849,"REZ1",1.01774344724894
"Robby Ahlstrom","sa3018193",1.52375,NA,NA,NA
"Robby Snelling","sa3020707",2.065085,NA,NA,NA
"Robert Broom","sa3007235",0.0442,NA,NA,NA
"Robert Colina","sa3006133",0.0519,NA,NA,NA
"Robert Cruz","sa3006390",0.0321,NA,NA,NA
"Robert Dugger","19191",2.02395,NA,NA,NA
"Robert Garcia","23363",4.09360823529412,3.77,"REZ1",1.08583772819473
"Robert Gasser","29812",2.757875,3.903,"REZ1",0.706603894440174
"Robert Gsellman","13696",0.5235,NA,NA,NA
"Robert Kwiatkowski","sa3014929",2.5236,NA,NA,NA
"Robert Stephenson","13594",1.24814352941176,-1.361,"REZ1",-0.917078272896227
"Robert Stock","6576",0.0531,NA,NA,NA
"Robert Suarez","30115",3.99837058823529,3.04,"REZ1",1.31525348297214
"Robert Wegielnik","sa3023540",0.0393,NA,NA,NA
"Roberto Medina","sa3021498",0.0338,NA,NA,NA
"Robin Vazquez","sa3008265",0.0396,NA,NA,NA
"Robinson Hernandez","sa3005879",0.0417,NA,NA,NA
"Robinson Martinez","sa873188",0.0473,NA,NA,NA
"Robinson Pina","sa3003123",3.52385,NA,NA,NA
"Rodarni Salvador","sa3018889",0.0357,NA,NA,NA
"Roddery Munoz","25311",2.33687482352941,5.585,"REZ1",0.418419843067039
"Rodney Boone","sa3018107",1.52565,NA,NA,NA
"Rodney Hutchison","sa3008162",0.0456,NA,NA,NA
"Rodney Theophile","sa3008228",2.02455,NA,NA,NA
"Rodolfo De La Cruz","sa3019398",0.0327,NA,NA,NA
"Rodolfo Garrido","sa3018355",0.0296,NA,NA,NA
"Rodolfo Martinez","sa206642",0,NA,NA,NA
"Rodolfo Sanchez","sa3003009",0.0461,NA,NA,NA
"Rodolfo Toledano","sa3019276",0.0288,NA,NA,NA
"Roel Garcia III","sa3020253",0.0414,NA,NA,NA
"Roel Ramirez","16470",0.0475,NA,NA,NA
"Roelmy Garcia","sa3015434",0.0331,NA,NA,NA
"Roenis Elias","12673",0.0484,NA,NA,NA
"Roger Jorge","sa3019301",0.0318,NA,NA,NA
"Roger Rodriguez","sa3009234",0.0326,NA,NA,NA
"Roiber Talavera","sa3016799",0.0335,NA,NA,NA
"Roki Sasaki","sa3025686",10.7620371428571,NA,NA,NA
"Rolando Casihis","sa3018356",0.0322,NA,NA,NA
"Rolando Gutierrez","sa3018372",0.0419,NA,NA,NA
"Rolddy Munoz","sa3011575",1.41849166666667,NA,NA,NA
"Rolfi Jimenez","sa3016471",0.0317,NA,NA,NA
"Roman Angelo","sa3022737",0.0501,NA,NA,NA
"Roman Camacho","sa3023108",0.0289,NA,NA,NA
"Roman Perez","sa3018845",0.0358,NA,NA,NA
"Roman Phansalkar","sa3019949",0.0401,NA,NA,NA
"Ron Marinaccio","23488",1.99132588235294,2.09,"REZ1",0.952787503518154
"Ronal Herrera","sa3018862",0.036,NA,NA,NA
"Ronald Bolanos","20041",0.0458,NA,NA,NA
"Ronald Herrera","15688",0.0503,NA,NA,NA
"Ronald Medrano","sa737377",0.0507,NA,NA,NA
"Ronaldo Alesandro","sa3007627",0.043,NA,NA,NA
"Ronan Kopp","sa3017751",0.5249,NA,NA,NA
"Ronel Blanco","19407",8.39145882352941,2.535,"REZ1",3.31024016707275
"Ronnie Williams","sa828702",0.0504,NA,NA,NA
"Ronny Chalas","sa3015970",0.0399,NA,NA,NA
"Ronny Garcia","sa3003030",0.0432,NA,NA,NA
"Ronny Henriquez","24094",2.16141529411765,2.143,"REZ1",1.0085932310395
"Ronny Lopez","sa3021754",0.0311,NA,NA,NA
"Ronny Oliver","sa3016624",0.031,NA,NA,NA
"Ronny Robles","sa3019256",0.0364,NA,NA,NA
"Rony Cruz","sa3016611",0.0363,NA,NA,NA
"Rony Garcia","20430",0.0502,NA,NA,NA
"Roque Gutierrez","sa3015440",0.0429,NA,NA,NA
"Rorik Maltrud","sa3023510",0.0461,NA,NA,NA
"Ross Carver","sa3017069",1.52325,NA,NA,NA
"Ross Detwiler","2859",0.0477,NA,NA,NA
"Ross Dunn","sa3023414",0.0385,NA,NA,NA
"Ross Stripling","13273",2.33977541176471,3.821,"REZ1",0.612346352202226
"Rowan Wick","14646",0.0491,NA,NA,NA
"Roy Garcia","sa3002941",0.0469,NA,NA,NA
"Royber Salinas","sa3009243",1.509841,NA,NA,NA
"Royman Blanco","sa3008580",0.0401,NA,NA,NA
"Ruben Castillo","sa3015455",0.0385,NA,NA,NA
"Ruben De La Cruz","sa3018884",0.0354,NA,NA,NA
"Ruben Galindo","sa3015100",0.0451,NA,NA,NA
"Ruben Ramirez","sa3017474",0.042,NA,NA,NA
"Rubender Pena","sa3024097",0.0311,NA,NA,NA
"Rudit Pina","sa3022030",0.0271,NA,NA,NA
"Runelvis Toribio","sa3019243",0.0349,NA,NA,NA
"Russell Smith","sa3018191",1.023,NA,NA,NA
"Ruver Flores","sa3021571",0.0357,NA,NA,NA
"Ryan Ammons","sa3023523",0.0457,NA,NA,NA
"Ryan Anderson","sa1172845",1.0253,NA,NA,NA
"Ryan Bergert","sa3017418",1.76594,NA,NA,NA
"Ryan Birchard","sa3023449",0.041,NA,NA,NA
"Ryan Borucki","16350",1.17144188235294,1.972,"REZ1",0.594037465696218
"Ryan Bourassa","sa3022947",1.52495,NA,NA,NA
"Ryan Boyer","sa3018151",1.02395,NA,NA,NA
"Ryan Brady","sa3020313",2.02335,NA,NA,NA
"Ryan Brasier","5615",2.74119294117647,3.177,"REZ1",0.8628243440908
"Ryan Brown","sa3022939",0.0486,NA,NA,NA
"Ryan Buchter","9456",0.0452,NA,NA,NA
"Ryan Burr","17536",2.11213882352941,0.259,"REZ1",8.15497615262321
"Ryan Cardona","sa3017470",0.0415,NA,NA,NA
"Ryan Carpenter","12699",1.5263,NA,NA,NA
"Ryan Castellani","16377",0.0417,NA,NA,NA
"Ryan Chasse","sa3020266",0.0392,NA,NA,NA
"Ryan Conroy","sa3007906",0.0469,NA,NA,NA
"Ryan Costeiu","sa3017260",0.0439,NA,NA,NA
"Ryan Cusick","sa3017385",1.33694,NA,NA,NA
"Ryan Feltner","21446",7.03556117647059,7.455,"REZ1",0.943737247011481
"Ryan Fernandez","24862",3.38759647058824,3.592,"REZ1",0.943094785798506
"Ryan Garcia","sa3011190",2.52405,NA,NA,NA
"Ryan Gusto","sa3011818",2.321475,NA,NA,NA
"Ryan Harbin","sa3011733",0.0428,NA,NA,NA
"Ryan Hartman","19480",0.0466,NA,NA,NA
