"name","playerid","new_G","G","Source","G_adj_rate"
"Roman Phansalkar","sa3019949",1,NA,NA,NA
"Ron Marinaccio","23488",36.5683882352941,28.378,"REZ1",1.28861752890599
"Ronal Herrera","sa3018862",1,NA,NA,NA
"Ronald Bolanos","20041",1,NA,NA,NA
"Ronald Herrera","15688",0.1754,NA,NA,NA
"Ronald Medrano","sa737377",0.2587,NA,NA,NA
"Ronaldo Alesandro","sa3007627",1,NA,NA,NA
"Ronan Kopp","sa3017751",17.5,NA,NA,NA
"Ronel Blanco","19407",27.6080117647059,24.4,"REZ1",1.13147589199614
"Ronnie Williams","sa828702",0.3585,NA,NA,NA
"Ronny Chalas","sa3015970",0.845,NA,NA,NA
"Ronny Garcia","sa3003030",1,NA,NA,NA
"Ronny Henriquez","24094",39.9937294117647,20.091,"REZ1",1.99062910814617
"Ronny Lopez","sa3021754",0.3659,NA,NA,NA
"Ronny Oliver","sa3016624",0.2505,NA,NA,NA
"Ronny Robles","sa3019256",1,NA,NA,NA
"Rony Cruz","sa3016611",1,NA,NA,NA
"Rony Garcia","20430",0.4022,NA,NA,NA
"Roque Gutierrez","sa3015440",0.6248,NA,NA,NA
"Rorik Maltrud","sa3023510",0.2249,NA,NA,NA
"Ross Carver","sa3017069",14.40395,NA,NA,NA
"Ross Detwiler","2859",1,NA,NA,NA
"Ross Dunn","sa3023414",0.2051,NA,NA,NA
"Ross Stripling","13273",23.5898117647059,19.166,"REZ1",1.23081559870113
"Rowan Wick","14646",1,NA,NA,NA
"Roy Garcia","sa3002941",1,NA,NA,NA
"Royber Salinas","sa3009243",7.67976,NA,NA,NA
"Royman Blanco","sa3008580",0.8887,NA,NA,NA
"Ruben Castillo","sa3015455",0.4846,NA,NA,NA
"Ruben De La Cruz","sa3018884",1,NA,NA,NA
"Ruben Galindo","sa3015100",0.7576,NA,NA,NA
"Ruben Ramirez","sa3017474",1,NA,NA,NA
"Rubender Pena","sa3024097",0.2224,NA,NA,NA
"Rudit Pina","sa3022030",0.2068,NA,NA,NA
"Runelvis Toribio","sa3019243",1,NA,NA,NA
"Russell Smith","sa3018191",12.93735,NA,NA,NA
"Ruver Flores","sa3021571",1,NA,NA,NA
"Ryan Ammons","sa3023523",1,NA,NA,NA
"Ryan Anderson","sa1172845",13.9291,NA,NA,NA
"Ryan Bergert","sa3017418",17.8,NA,NA,NA
"Ryan Birchard","sa3023449",0.201,NA,NA,NA
"Ryan Borucki","16350",26.7012235294118,35.423,"REZ1",0.753782105677435
"Ryan Bourassa","sa3022947",18,NA,NA,NA
"Ryan Boyer","sa3018151",16.5,NA,NA,NA
"Ryan Brady","sa3020313",19.91755,NA,NA,NA
"Ryan Brasier","5615",50.2092352941176,35.467,"REZ1",1.41566062238469
"Ryan Brown","sa3022939",0.4525,NA,NA,NA
"Ryan Buchter","9456",1,NA,NA,NA
"Ryan Burr","17536",44.1708470588235,31.131,"REZ1",1.41887016346483
"Ryan Cardona","sa3017470",0.201,NA,NA,NA
"Ryan Carpenter","12699",6.0877,NA,NA,NA
"Ryan Castellani","16377",1,NA,NA,NA
"Ryan Chasse","sa3020266",1,NA,NA,NA
"Ryan Conroy","sa3007906",1,NA,NA,NA
"Ryan Costeiu","sa3017260",0.1754,NA,NA,NA
"Ryan Cusick","sa3017385",17,NA,NA,NA
"Ryan Feltner","21446",28.3237882352941,22.887,"REZ1",1.23754918666903
"Ryan Fernandez","24862",57.6881529411765,39.926,"REZ1",1.44487684569395
"Ryan Garcia","sa3011190",10.5877,NA,NA,NA
"Ryan Gusto","sa3011818",25.6894285714286,NA,NA,NA
"Ryan Harbin","sa3011733",0.9555,NA,NA,NA
"Ryan Hartman","19480",1,NA,NA,NA
"Ryan Harvey","sa3021724",0.1919,NA,NA,NA
"Ryan Hawks","sa3022999",0.1754,NA,NA,NA
"Ryan Helsley","18138",61.9743058823529,55.844,"REZ1",1.10977555122042
"Ryan Hendrix","19535",1,NA,NA,NA
"Ryan Hennen","sa3018277",13,NA,NA,NA
"Ryan Jennings","sa3020634",9.6335,NA,NA,NA
"Ryan Jensen","sa3011496",18.3895,NA,NA,NA
"Ryan Langford","sa3020880",14.29715,NA,NA,NA
"Ryan Lillie","sa3004740",0.4269,NA,NA,NA
"Ryan Lobus","sa3022744",13.17305,NA,NA,NA
"Ryan Long","sa3017616",11.157,NA,NA,NA
"Ryan Loutos","29521",37.2671294117647,22.418,"REZ1",1.66237529716142
"Ryan Meisinger","18105",1,NA,NA,NA
"Ryan Middendorf","sa3019506",22.5,NA,NA,NA
"Ryan Miller","22187",17.0948181818182,16.977,"REZ1",1.00693987052001
"Ryan Murphy","sa3014871",9.5877,NA,NA,NA
"Ryan Nutof","sa915630",1,NA,NA,NA
"Ryan Och","sa3017146",16.5,NA,NA,NA
"Ryan Olson","sa918258",0.6141,NA,NA,NA
"Ryan Pepiot","26221",26.8494470588235,20.476,"REZ1",1.31126426347058
"Ryan Pressly","7005",58.1741058823529,57.569,"REZ1",1.01051096740178
"Ryan Ramsey","sa3020605",0.3131,NA,NA,NA
"Ryan Rolison","sa3008244",11.852,NA,NA,NA
"Ryan Sherriff","12249",6.674,20.859,"REZ1",0.319957811975646
"Ryan Shreve","sa3010555",18.5,NA,NA,NA
"Ryan Smith","sa1159711",1,NA,NA,NA
"Ryan Sublette","sa3017781",18.5,NA,NA,NA
"Ryan Tepera","10291",8.38485714285714,26.847,"REZ1",0.312320078327453
"Ryan Thompson","16647",61.1144235294118,63.371,"REZ1",0.964391023171668
"Ryan Vanderhei","sa3023671",0.3313,NA,NA,NA
"Ryan Walker","20423",64.6083529411765,54.059,"REZ1",1.19514517362838
"Ryan Watson","sa3015070",1,NA,NA,NA
"Ryan Watson","sa3023682",10.11165,NA,NA,NA
"Ryan Weathers","23796",28.6553411764706,24.291,"REZ1",1.17966906164714
"Ryan Webb","sa3018280",21.3251285714286,NA,NA,NA
"Ryan Weber","10160",4.02114285714286,11.574,"REZ1",0.347428966402528
"Ryan Weiss","sa3007778",1,NA,NA,NA
"Ryan Yarbrough","16502",30.3081764705882,45.02,"REZ1",0.673215825646118
"Ryan Zeferjahn","25420",51.9948,44.436,"REZ1",1.1701053200108
"Ryder Ryan","19891",16.5897563636364,20.769,"REZ1",0.798774922414963
"Rylan Kaufman","sa3008588",1,NA,NA,NA
"Ryley Widell","sa3005099",0.2431,NA,NA,NA
"Ryne Harper","12680",1,NA,NA,NA
"Ryne Moore","sa3017725",0.2505,NA,NA,NA
"Ryne Nelson","26253",42.5668117647059,28.273,"REZ1",1.50556402803756
"Ryne Stanek","15947",56.1732,52.479,"REZ1",1.07039387183445
"Sabier Marte","sa3019431",0.356,NA,NA,NA
"Sadiel Baro","sa3019136",0.3288,NA,NA,NA
"Sadrac Franco","sa3005073",0.6834,NA,NA,NA
"Sal Romano","13690",10.5,NA,NA,NA
"Sam Aldegheri","26443",8.32253882352941,19.685,"REZ1",0.42278581780693
"Sam Armstrong","sa3023046",11.61495,NA,NA,NA
"Sam Bachman","29754",31.2438470588235,18.083,"REZ1",1.72780219315509
"Sam Benschoter","sa3017639",13.21305,NA,NA,NA
"Sam Carlson","sa3005015",16.5,NA,NA,NA
"Sam Clay","16279",1,NA,NA,NA
"Sam Coonrod","17264",9.60514285714286,31.118,"REZ1",0.308668386693967
"Sam Delaplane","sa3004222",1,NA,NA,NA
"Sam Freeman","6832",1,NA,NA,NA
"Sam Gardner","sa3021721",11.5,NA,NA,NA
"Sam Gaviglio","12778",1,NA,NA,NA
"Sam Hentges","18548",27.6521272727273,44.878,"REZ1",0.616162201362077
"Sam Howard","16265",1,NA,NA,NA
"Sam Jacobsak","sa3015359",0.6133,NA,NA,NA
"Sam Keating","sa3005025",1,NA,NA,NA
"Sam Knowlton","sa3023467",1,NA,NA,NA
"Sam Long","25379",51.7709294117647,48.511,"REZ1",1.06719979822648
"Sam McWilliams","sa829124",14.34125,NA,NA,NA
"Sam Moll","14874",54.2091058823529,51.633,"REZ1",1.04989262452991
"Sam Ryan","sa3010627",1,NA,NA,NA
"Sam Selman","13397",1,NA,NA,NA
"Sam Thoresen","sa3014920",1,NA,NA,NA
"Sam Weatherly","sa3014455",1,NA,NA,NA
"Sam Whiting","sa3023078",11.60545,NA,NA,NA
"Samir Chires","sa3016254",0.2505,NA,NA,NA
"Sammy Peralta","25589",14.5958955555556,12.902,"REZ1",1.13128937804647
"Sammy Tavarez","sa3015079",1,NA,NA,NA
"Samuel Colmenares","sa3021762",0.2307,NA,NA,NA
"Samuel Fabian","sa3016711",1,NA,NA,NA
"Samuel Mejia","sa3016475",1,NA,NA,NA
"Samuel Perez","sa3008176",0.9011,NA,NA,NA
"Samuel Perez","sa3024068",0.2266,NA,NA,NA
"Samuel Reyes","sa3003036",17.8854,NA,NA,NA
"Samuel Sanchez","sa3021008",0.2233,NA,NA,NA
"Samuel Strickland","sa3017139",1,NA,NA,NA
"Samuel Valerio","sa3009220",1,NA,NA,NA
"Samuel Vasquez","sa3005849",1,NA,NA,NA
"Samy Natera Jr","sa3020862",0.3659,NA,NA,NA
"Sandi Charle","sa3015330",1,NA,NA,NA
"Sandro Bargallo","sa3009639",0.1919,NA,NA,NA
"Sandro Santana","sa3021030",0.6562,NA,NA,NA
"Sandy Alcantara","18684",26.1514823529412,19.669,"REZ1",1.32957864420871
"Sandy Gaston","sa3011136",1,NA,NA,NA
"Sandy Mejia","sa3019141",0.2554,NA,NA,NA
"Sandy Ozuna","sa3021041",0.3131,NA,NA,NA
"Sann Omosako","sa3022315",0.2109,NA,NA,NA
"Santiago Florez","sa3003026",1,NA,NA,NA
"Santiago Peraza","sa3021002",0.1754,NA,NA,NA
"Santiago Quintero","sa3019072",1,NA,NA,NA
"Santiago Ramirez","sa3018875",1,NA,NA,NA
"Santiago Rojas","sa3024585",0.1919,NA,NA,NA
"Santiago Sojo","sa3018811",1,NA,NA,NA
"Santiago Suarez","sa3019386",0.1754,NA,NA,NA
"Saul Garcia","sa3017106",0.2958,NA,NA,NA
"Saul Gonzalez","sa3008360",1,NA,NA,NA
"Saul Sanchez","sa3021786",1,NA,NA,NA
"Saul Siri","sa3022047",0.7419,NA,NA,NA
"Saul Teran","sa3018296",1,NA,NA,NA
"Sauryn Lao","sa917331",37,NA,NA,NA
"Sawyer GipsonLong","26048",25.2129058823529,21.733,"REZ1",1.16012082466079
"Scarlyn Lebron","sa3016277",1,NA,NA,NA
"Scott Alexander","10591",50.5334117647059,37.192,"REZ1",1.35871724469525
"Scott Barlow","14993",57.5404823529412,56.764,"REZ1",1.01367913383379
"Scott Blewett","16427",25.3572,25.052,"REZ1",1.01218266006706
"Scott Boches","sa3004022",0.9258,NA,NA,NA
"Scott Effross","18384",29.2679294117647,34.798,"REZ1",0.841080792337626
"Scott Engler","sa918353",13,NA,NA,NA
"Scott Kazmir","4897",0.248,NA,NA,NA
"Scott Kobos","sa3014856",1,NA,NA,NA
"Scott McGough","12056",25.8044588235294,27.541,"REZ1",0.936947054338238
"Scott Randall","sa3017752",0.4344,NA,NA,NA
"Sean Boyle","sa3007618",10.4196,NA,NA,NA
"Sean Burke","29878",27.0626470588235,22.059,"REZ1",1.22683018535852
"Sean Doolittle","1581",1,NA,NA,NA
"Sean Guenther","20045",40.3366235294118,32.977,"REZ1",1.22317444065293
"Sean Harney","sa3020472",13.89035,NA,NA,NA
"Sean Hermann","sa3019429",0.1754,NA,NA,NA
"Sean Hjelle","21481",56.7177176470588,48.282,"REZ1",1.17471765144482
"Sean Hunley","sa3017316",14.19985,NA,NA,NA
"Sean Kealey","sa3015134",1,NA,NA,NA
"Sean Linan","sa3019270",0.4574,NA,NA,NA
"Sean Manaea","15873",25.9849647058824,20.148,"REZ1",1.28970442256712
"Sean McLaughlin","sa659266",0.9019,NA,NA,NA
"Sean Mellen","sa3011865",0.7914,NA,NA,NA
"Sean Mooney","sa3014913",0.4756,NA,NA,NA
"Sean Mullen","sa3017843",0.8788,NA,NA,NA
"Sean Newcomb","16943",14.5776745454545,32.366,"REZ1",0.450400869599411
"Sean Nolin","11341",5.24428571428571,15.855,"REZ1",0.330765418750282
"Sean Poppen","19583",1,NA,NA,NA
"Sean Rackoski","sa3006964",1,NA,NA,NA
"Sean ReidFoley","17034",31.2513176470588,39.064,"REZ1",0.800003011649059
"Sean Reynolds","22253",43.8646588235294,30.505,"REZ1",1.43794980572134
"Sean Sullivan","sa3018185",11.1001,NA,NA,NA
"Sean Sullivan","sa3023162",10.5877,NA,NA,NA
"Sean Wymer","sa3007204",1,NA,NA,NA
"Sebastian Estiven","sa3022372",0.215,NA,NA,NA
"Sebastian Javier","sa3016606",1,NA,NA,NA
"Sebastian Keane","sa3020953",0.281,NA,NA,NA
"Sem Robberse","sa3011735",20.2070714285714,NA,NA,NA
"Serafino Brito","sa3010312",1,NA,NA,NA
"Seranthony Dominguez","19249",58.5805058823529,47.251,"REZ1",1.23977282771482
"Sergio Caruci","sa3015448",1,NA,NA,NA
"Sergio Morillo","sa3005196",1,NA,NA,NA
"Sergio Romo","9817",1,NA,NA,NA
"Sergio Sanchez","sa3009735",1,NA,NA,NA
"Sergio Umana","sa3009623",1,NA,NA,NA
"Seth Blair","sa526934",0.7155,NA,NA,NA
"Seth Chavez","sa3023005",1,NA,NA,NA
"Seth Clark","sa3020630",20,NA,NA,NA
"Seth Corry","sa3004648",15.5,NA,NA,NA
"Seth Elledge","19766",18.5,NA,NA,NA
"Seth Frankoff","11346",0.2315,NA,NA,NA
"Seth Halvorsen","33294",55.1029058823529,32.87,"REZ1",1.676388983339
"Seth Johnson","26020",21.3496588235294,20.084,"REZ1",1.06301826446571
"Seth Keener","sa3022949",0.1754,NA,NA,NA
"Seth Keller","sa3020397",1,NA,NA,NA
"Seth Lonsway","sa3017857",10.0976,NA,NA,NA
"Seth Lugo","12447",30.3296941176471,29.092,"REZ1",1.04254413988887
"Seth Martinez","21045",28.8444705882353,38.035,"REZ1",0.758366520000928
"Seth Mayberry","sa3010244",1,NA,NA,NA
"Seth Nightingale","sa3020877",1,NA,NA,NA
"Seth Nordlin","sa3004215",0.4195,NA,NA,NA
"Seth Shuman","sa3011187",8.59225,NA,NA,NA
"Seunghwan Oh","18719",1,NA,NA,NA
"Shaddon Peavyhouse","sa3020802",0.3387,NA,NA,NA
"Shane Baz","22264",30.5461294117647,21.164,"REZ1",1.44330605801194
"Shane Bieber","19427",21.8045764705882,20.139,"REZ1",1.08270403051732
"Shane Connolly","sa3017320",1,NA,NA,NA
"Shane Davis","sa3015007",0.1886,NA,NA,NA
"Shane Drohan","sa3014447",11.31365,NA,NA,NA
"Shane Gray","sa3020662",1,NA,NA,NA
"Shane Greene","10756",9.97933333333333,22.376,"REZ1",0.445983792158265
"Shane Gustafson","sa3019610",1,NA,NA,NA
"Shane Marshall","sa3023405",1,NA,NA,NA
"Shane McCarthy","sa915740",1,NA,NA,NA
"Shane McClanahan","21483",27.6608823529412,18.457,"REZ1",1.49866621622914
"Shane Murphy","sa3020389",10.6207,NA,NA,NA
"Shane Panzini","sa3018257",0.3445,NA,NA,NA
"Shane Rademacher","sa3023258",0.4657,NA,NA,NA
"Shane Smith","sa3020469",51.5533,NA,NA,NA
"Shane Telfer","sa3022736",1,NA,NA,NA
"Shaun Anderson","19453",13.9922916666667,22.13,"REZ1",0.632277074860672
"Shawn Armstrong","12857",56.7488352941176,50.33,"REZ1",1.12753497504704
"Shawn Dubin","24977",30.2858352941176,22.657,"REZ1",1.33670985982776
"Shawn Morimando","13606",1,NA,NA,NA
"Shawn Rapp","sa3020743",1,NA,NA,NA
"Shawn Semple","sa3004661",0.267,NA,NA,NA
"Shawndrick Oduber","sa3021483",1,NA,NA,NA
"Shay Schanaman","sa3022933",1,NA,NA,NA
"Shea Barry","sa1170345",0.3659,NA,NA,NA
"Shea Spitzbarth","18475",1,NA,NA,NA
"Shelby Lackey","sa3006771",1,NA,NA,NA
"Shelby Miller","10197",48.7027882352941,38.849,"REZ1",1.25364329159809
"Sheldon Reed","sa3017382",13,NA,NA,NA
"Shelton Perkins","sa1169965",1,NA,NA,NA
"Shinnosuke Ogasawara","sa3058454",39.7933,NA,NA,NA
"Shintaro Fujinami","31839",23.2391466666667,18.592,"REZ1",1.24995410212278
"Shohei Ohtani","19755",19.9693857142857,NA,NA,NA
"Shohei Tomioka","sa3014808",16.5,NA,NA,NA
"Shota Imanaga","33829",27.3531647058824,22.372,"REZ1",1.22265173904355
"Shun Yamaguchi","27460",1,NA,NA,NA
"Silvano Hechavarria","sa3024856",0.1754,NA,NA,NA
"Silvino Bracho","15051",7.17571428571429,22.615,"REZ1",0.317298885063643
"Simeon Woods Richardson","24494",26.1032941176471,26.639,"REZ1",0.979890165458428
"Simon Leandro","sa3022240",0.4154,NA,NA,NA
"Simon Miller","sa3023311",1,NA,NA,NA
"Simon Pacheco","sa3016222",1,NA,NA,NA
"Sixto Sanchez","19680",8.89956,17.952,"REZ1",0.495741978609626
"Skylar Arias","sa918539",0.7708,NA,NA,NA
"Skylar Hales","sa3022739",21,NA,NA,NA
"Skylar Szynski","sa917964",1,NA,NA,NA
"Slade Cecconi","27500",38.0008941176471,34.048,"REZ1",1.11609768907563
"Smil Guzman","sa3019249",0.1754,NA,NA,NA
"Snarlyn Evangelista","sa3021013",1,NA,NA,NA
"Soenni Martinez","sa3009605",1,NA,NA,NA
"Solomon Bates","sa3006951",0.9654,NA,NA,NA
"Sonny Gray","12768",28.4034,24.751,"REZ1",1.14756575491899
"Spencer Arrighetti","29921",26.7334352941176,28.088,"REZ1",0.951774255700571
"Spencer Bengard","sa3023092",0.375,NA,NA,NA
"Spencer Bivens","30226",35.0114941176471,24.604,"REZ1",1.42300008606922
"Spencer Giesting","sa3020402",12.0877,NA,NA,NA
"Spencer Howard","23252",15.2707083333333,24.858,"REZ1",0.614317657628664
"Spencer Mraz","sa3010574",1,NA,NA,NA
"Spencer Patton","12361",7.23085714285714,22.808,"REZ1",0.317031617978654
"Spencer Schwellenbach","31846",28.4672823529412,28.484,"REZ1",0.999413086397317
"Spencer Stockton","sa3011500",10.5,NA,NA,NA
"Spencer Strider","27498",22.1432470588235,27.461,"REZ1",0.806352538466317
"Spencer Turnbull","16207",15.3807294117647,33.887,"REZ1",0.45388288759007
"Spenser Watkins","17489",13.1444166666667,25.928,"REZ1",0.506958371901676
"Stanly Alcantara","sa3022151",1,NA,NA,NA
"Starlin Savinon","sa3021735",0.3486,NA,NA,NA
"Starlyn Castillo","sa3011608",0.1985,NA,NA,NA
"Starlyn Pichardo","sa3016774",1,NA,NA,NA
"Stefan Crichton","16058",1,NA,NA,NA
"Stefan Raeth","sa3020487",1,NA,NA,NA
"Stephen Gonsalves","15492",14,NA,NA,NA
"Stephen Jones","sa3009935",18,NA,NA,NA
"Stephen Kolek","21487",33.4797411764706,41.329,"REZ1",0.810078665742471
"Stephen Nogosek","19545",14.609,22.654,"REZ1",0.644875077249051
"Stephen Ridings","22358",1,NA,NA,NA
"Stephen Strasburg","10131",0.1754,NA,NA,NA
"Stephen Woods Jr","sa737853",1,NA,NA,NA
"Sterling Patick","sa3024981",0.1886,NA,NA,NA
"Sterling Sharp","19671",1,NA,NA,NA
"Steve Cishek","6483",1,NA,NA,NA
"Steve Hajjar","sa3018177",0.7831,NA,NA,NA
"Steven Brault","15291",1,NA,NA,NA
"Steven Cruz","23165",37.7091529411765,25.476,"REZ1",1.48018342523067
"Steven Echavarria","sa3023560",0.1754,NA,NA,NA
"Steven Fuentes","sa828326",0.3131,NA,NA,NA
"Steven Fulgencio","sa3019427",0.7642,NA,NA,NA
"Steven Jennings","sa3004812",18.92825,NA,NA,NA
"Steven Klimek","sa876117",1,NA,NA,NA
"Steven Matz","13361",32.8035529411765,20.2,"REZ1",1.62393826441468
"Steven Moyers","sa920718",0.3296,NA,NA,NA
"Steven Okert","13580",30.498,36.722,"REZ1",0.830510320788628
"Steven Perez","sa3008362",1,NA,NA,NA
"Steven Sanchez","sa3016595",1,NA,NA,NA
"Steven Wilson","20353",34.1738352941176,35.82,"REZ1",0.954043419712944
"Steven Zobac","sa3020875",11.59475,NA,NA,NA
"Stevie Branche","sa3014866",13.5,NA,NA,NA
"Stevie Emanuels","sa3014698",11.5,NA,NA,NA
"Stharlin Torres","sa3024080",0.2224,NA,NA,NA
"Stijn Van Der Schaaf","sa3021736",0.3131,NA,NA,NA
"Stiven Cruz","sa3015938",0.5663,NA,NA,NA
"Stiven Rogers","sa3024560",0.4624,NA,NA,NA
"Stiward Aquino","sa3002911",1,NA,NA,NA
"Stu Flesland III","sa3023000",0.5193,NA,NA,NA
"Sulivan Ribeiro","sa3016747",1,NA,NA,NA
"Sunayro Martina","sa3022106",0.4624,NA,NA,NA
"TJ Brock","sa3020079",15.9633,NA,NA,NA
"TJ Czyz","sa3020398",1,NA,NA,NA
"TJ Fondtain","sa3023271",0.6562,NA,NA,NA
"TJ McFarland","3237",53.6956352941176,35.182,"REZ1",1.52622464027394
"TJ Nichols","sa3023039",0.22,NA,NA,NA
"TJ Shook","sa3014915",12.7147,NA,NA,NA
"TJ Sikkema","sa3011191",11.11945,NA,NA,NA
"TJ Zeuch","19269",7.5877,NA,NA,NA
"Tahnaj Thomas","sa3003066",0.8969,NA,NA,NA
"Tai Tiedemann","sa918110",0.7749,NA,NA,NA
"Taijuan Walker","11836",39.4946470588235,27.95,"REZ1",1.41304640639798
"Taj Bradley","22543",28.0751411764706,25.562,"REZ1",1.09831551429742
"Tanner Andrews","sa3007850",16.5,NA,NA,NA
"Tanner Banks","16990",60.2167647058823,50.799,"REZ1",1.18539271847639
"Tanner Bibee","30134",28.5013647058824,26.252,"REZ1",1.0856835557627
"Tanner Burns","sa3014451",19.5,NA,NA,NA
"Tanner Cooper","sa1170930",1,NA,NA,NA
"Tanner Dodson","sa3007008",15.8,NA,NA,NA
"Tanner Gordon","27669",26.0822941176471,19.066,"REZ1",1.36800032086683
"Tanner Hall","sa3023481",0.2439,NA,NA,NA
"Tanner Houck","19879",34.8312588235294,26.773,"REZ1",1.3009845300687
"Tanner Jacobson","sa3020454",1,NA,NA,NA
"Tanner Kiest","sa738380",18.5,NA,NA,NA
"Tanner Kohlhepp","sa3022238",0.9175,NA,NA,NA
"Tanner McDougal","sa3017471",0.1754,NA,NA,NA
"Tanner Myatt","sa3007719",15,NA,NA,NA
"Tanner Propst","sa3015075",1,NA,NA,NA
"Tanner Rainey","17610",40.3609411764706,38.832,"REZ1",1.03937322765942
"Tanner Scott","17586",65.0085411764706,62.963,"REZ1",1.03248798780983
"Tanner Shears","sa3020823",1,NA,NA,NA
"Tanner Tully","19518",11,NA,NA,NA
"Tarik Skubal","22267",28.8530235294118,20.199,"REZ1",1.42843821621921
"Tate Kuehner","sa3023099",11.1042,NA,NA,NA
"Tayler Saucedo","17888",54.1417529411765,37.351,"REZ1",1.449539582372
"Tayler Scott","13652",60.5408352941176,58.282,"REZ1",1.03875699691359
"Taylor Broadway","sa3017205",0.8574,NA,NA,NA
"Taylor Clarke","17611",14.9509882352941,30.07,"REZ1",0.497206126880416
"Taylor Cole","11964",0.6949,NA,NA,NA
"Taylor Dollard","sa3014982",0.1754,NA,NA,NA
"Taylor Floyd","sa3011367",20.4571,NA,NA,NA
"Taylor Hearn","18325",7.39828571428571,23.394,"REZ1",0.31624714517764
"Taylor Lehman","sa3007834",19.5,NA,NA,NA
"Taylor Rashi","sa3011597",18.5,NA,NA,NA
"Taylor Rogers","13449",59.7434352941177,58.769,"REZ1",1.01658077037414
"Taylor Widener","19266",12.5,NA,NA,NA
"Taylor Williams","14899",1,NA,NA,NA
"Tayron Guerrero","11691",12.9757,NA,NA,NA
"Ted Stuka","sa3011238",1,NA,NA,NA
"Teddy Stankiewicz","sa657954",0.2257,NA,NA,NA
"Tejay Antone","16233",14.0260905882353,34.869,"REZ1",0.402251013457091
"Tekoah Roby","sa3014519",3.80254142857143,NA,NA,NA
"Teofilo Mendez","sa3008795",1,NA,NA,NA
"Thaddeus Ward","21513",17.5387882352941,24.509,"REZ1",0.715606031877846
"Theo Denlinger","sa3016908",13.5,NA,NA,NA
"Theo McDowell","sa3007809",1,NA,NA,NA
"Thomas Balboni Jr","sa3020861",1,NA,NA,NA
"Thomas Bruss","sa3023480",1,NA,NA,NA
"Thomas Burrows","sa874215",1,NA,NA,NA
"Thomas Eshelman","18361",0.3742,NA,NA,NA
"Thomas Farr","sa3017720",11.0877,NA,NA,NA
"Thomas Girard","sa3015011",1,NA,NA,NA
"Thomas Harrington","sa3020752",5.689205,NA,NA,NA
"Thomas Hatch","19264",4.88264285714286,14.948,"REZ1",0.326641882334952
"Thomas Ireland","sa3021469",0.2925,NA,NA,NA
"Thomas Jankins","sa873276",0.7576,NA,NA,NA
"Thomas Pannone","17281",14.3976666666667,23.886,"REZ1",0.602765915878199
"Thomas Ponticelli","sa3007730",12.1075,NA,NA,NA
"Thomas Ruwe","sa3014874",1,NA,NA,NA
"Thomas Schultz","sa3022936",1,NA,NA,NA
"Thomas Szapucki","21065",0.84,NA,NA,NA
"Thomas White","sa3023268",0.1754,NA,NA,NA
"Thyago Vieira","14510",16.8411666666667,28.547,"REZ1",0.58994523651055
"Tim Adleman","10968",0.2999,NA,NA,NA
"Tim Brennan","sa3008630",9.13965,NA,NA,NA
"Tim Cate","sa3007926",19.9637,NA,NA,NA
"Tim Elliott","sa1169632",1,NA,NA,NA
"Tim Herrin","25139",58.8292117647059,50.308,"REZ1",1.16938084926266
"Tim Hill","16814",58.6997411764706,56.488,"REZ1",1.03915417746195
"Tim Holdgrafer","sa3019458",1,NA,NA,NA
"Tim Mayza","15042",50.7194235294118,40.653,"REZ1",1.24761822078104
"Tim Naughton","sa3004713",19,NA,NA,NA
"Timmy Manning","sa3023173",1,NA,NA,NA
"Tink Hence","sa3014709",6.55406428571429,NA,NA,NA
"Tobias Myers","22191",32.7398470588235,21.711,"REZ1",1.50798429638541
"Todd Peterson","sa3011334",18.4188,NA,NA,NA
"Tom Cosgrove","23443",41.8492705882353,42.226,"REZ1",0.991078259561296
"Tom Reisinger","sa3022958",0.497,NA,NA,NA
"Tomas Cleto","sa3016009",0.6026,NA,NA,NA
"Tomas Reyes","sa3008445",1,NA,NA,NA
"Tommy Doyle","21281",20.3107647058824,18.341,"REZ1",1.10739679984092
"Tommy Eveld","sa918150",1,NA,NA,NA
"Tommy Henry","26285",21.8114823529412,17.017,"REZ1",1.28174662707535
"Tommy Hunter","1157",6.67628571428571,20.867,"REZ1",0.319944683676892
"Tommy Kahnle","11384",52.0967647058824,44.774,"REZ1",1.1635494864404
"Tommy Kane","sa3022525",0.9109,NA,NA,NA
"Tommy Mace","sa3018140",12.0906,NA,NA,NA
"Tommy McCollum","sa3017204",20.5,NA,NA,NA
"Tommy Milone","7608",5.657,19.361,"REZ1",0.292185321006146
"Tommy Nance","19178",44.0122470588235,33.467,"REZ1",1.31509388528471
"Tommy Parsons","sa3007624",0.2307,NA,NA,NA
"Tommy Romero","23465",12.2143,NA,NA,NA
"Tommy Sommer","sa3016906",0.201,NA,NA,NA
"Tommy Vail","sa3023413",0.3923,NA,NA,NA
"Tommy Ventimiglia","sa3019366",1,NA,NA,NA
"Tomoyuki Sugano","sa3025685",22.7299666666667,NA,NA,NA
"Tomy Sanchez","sa3016292",1,NA,NA,NA
"Tony Dibrell","sa3004657",0.2505,NA,NA,NA
"Tony Gonsolin","19388",30.6455647058824,19.637,"REZ1",1.56060318306678
"Tony Locey","sa3011123",1,NA,NA,NA
"Tony Santillan","19926",53.1738117647059,36.329,"REZ1",1.46367397298868
"Tony Watson","3132",1,NA,NA,NA
"Touki Toussaint","16929",14.8451666666667,24.071,"REZ1",0.616724135543462
"Trace Bright","sa3020558",13.0877,NA,NA,NA
